정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,38532110
,교직원보수,0
,기타 교직원 보수,28900660
,교직원 복지 및 역량강화,9631450
학생복지/교육격차 해소,학생복지/교육격차 해소,331811010
,급식 관리,245268470
,기숙사 관리,0
,보건관리,40641800
,교육격차 해소,0
,학생복지,45900740
기본적 교육활동,기본적 교육활동,253464930
,교과 활동,155672050
,창의적 체험활동,97792880
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,401729830
,방과후학교 운영,189877270
,직업교육,0
,국제교육,0
,독서활동,23492150
,교기육성,91554480
,기타 선택적 교육활동,96805930
교육활동 지원,교육활동 지원,315482890
,교무업무 운영,28580960
,생활지도 운영,21379090
,연구학교 운영,0
,학습지원실 운영,8514710
,교육여건 개선,257008130
학교 일반운영,학교 일반운영,199180910
,학교기관운영,67719050
,시설 장비 유지,124902720
,학교운영 협력,6559140
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,11179000
,반환금,11179000
,예비비,0
세출합계,세출합계,1551380680
