정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,22035150
,교직원보수,0
,기타 교직원 보수,20245650
,교직원 복지 및 역량강화,1789500
학생복지/교육격차 해소,학생복지/교육격차 해소,63496820
,급식 관리,40077600
,기숙사 관리,0
,보건관리,7147070
,교육격차 해소,0
,학생복지,16272150
기본적 교육활동,기본적 교육활동,34845930
,교과 활동,26183470
,창의적 체험활동,8662460
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,95789870
,방과후학교 운영,87551180
,직업교육,0
,국제교육,0
,독서활동,8238690
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,51617860
,교무업무 운영,19812230
,생활지도 운영,2005960
,연구학교 운영,0
,학습지원실 운영,2146400
,교육여건 개선,27653270
학교 일반운영,학교 일반운영,85938290
,학교기관운영,26334160
,시설 장비 유지,56912950
,학교운영 협력,2691180
학교시설 확충,학교시설 확충,96958510
,시설확충 및 개선,96958510
학교 재무활동,학교 재무활동,653860
,반환금,653860
,예비비,0
세출합계,세출합계,451336290
