정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,30397470
,교직원보수,0
,기타 교직원 보수,26405160
,교직원 복지 및 역량강화,3992310
학생복지/교육격차 해소,학생복지/교육격차 해소,73294120
,급식 관리,36334120
,기숙사 관리,0
,보건관리,10238700
,교육격차 해소,0
,학생복지,26721300
기본적 교육활동,기본적 교육활동,125654660
,교과 활동,33619080
,창의적 체험활동,92035580
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,172279440
,방과후학교 운영,148277890
,직업교육,0
,국제교육,0
,독서활동,12151550
,교기육성,0
,기타 선택적 교육활동,11850000
교육활동 지원,교육활동 지원,128990860
,교무업무 운영,16542320
,생활지도 운영,17637960
,연구학교 운영,21982410
,학습지원실 운영,1390000
,교육여건 개선,71438170
학교 일반운영,학교 일반운영,91693410
,학교기관운영,36375690
,시설 장비 유지,48925970
,학교운영 협력,6391750
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,7077890
,반환금,7077890
,예비비,0
세출합계,세출합계,629387850
