정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,23606270
,교직원보수,0
,기타 교직원 보수,20050170
,교직원 복지 및 역량강화,3556100
학생복지/교육격차 해소,학생복지/교육격차 해소,62897420
,급식 관리,31004440
,기숙사 관리,0
,보건관리,12604370
,교육격차 해소,0
,학생복지,19288610
기본적 교육활동,기본적 교육활동,71433770
,교과 활동,45468530
,창의적 체험활동,25965240
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,120169970
,방과후학교 운영,109611270
,직업교육,0
,국제교육,0
,독서활동,7558700
,교기육성,0
,기타 선택적 교육활동,3000000
교육활동 지원,교육활동 지원,62186830
,교무업무 운영,16642720
,생활지도 운영,1950210
,연구학교 운영,0
,학습지원실 운영,599800
,교육여건 개선,42994100
학교 일반운영,학교 일반운영,89724880
,학교기관운영,28147270
,시설 장비 유지,56875610
,학교운영 협력,4702000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,2795000
,반환금,2795000
,예비비,0
세출합계,세출합계,432814140
