정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,13962860
,교직원보수,0
,기타 교직원 보수,8460000
,교직원 복지 및 역량강화,5502860
학생복지/교육격차 해소,학생복지/교육격차 해소,81221640
,급식 관리,50204900
,기숙사 관리,0
,보건관리,23289110
,교육격차 해소,0
,학생복지,7727630
기본적 교육활동,기본적 교육활동,99959690
,교과 활동,74060450
,창의적 체험활동,25899240
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,112815190
,방과후학교 운영,106932530
,직업교육,0
,국제교육,0
,독서활동,5882660
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,61638190
,교무업무 운영,18922610
,생활지도 운영,6298820
,연구학교 운영,5000000
,학습지원실 운영,9195130
,교육여건 개선,22221630
학교 일반운영,학교 일반운영,125539490
,학교기관운영,50980150
,시설 장비 유지,73030140
,학교운영 협력,1529200
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,5885000
,반환금,5885000
,예비비,0
세출합계,세출합계,501022060
