정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,8548720
,교직원보수,0
,기타 교직원 보수,6590640
,교직원 복지 및 역량강화,1958080
학생복지/교육격차 해소,학생복지/교육격차 해소,70926420
,급식 관리,48581100
,기숙사 관리,0
,보건관리,3239750
,교육격차 해소,300000
,학생복지,18805570
기본적 교육활동,기본적 교육활동,66451980
,교과 활동,28105550
,창의적 체험활동,33946430
,자유학기(년) 활동,4400000
선택적 교육활동,선택적 교육활동,23592860
,방과후학교 운영,10149160
,직업교육,0
,국제교육,0
,독서활동,6443700
,교기육성,0
,기타 선택적 교육활동,7000000
교육활동 지원,교육활동 지원,129300770
,교무업무 운영,4546470
,생활지도 운영,6354490
,연구학교 운영,0
,학습지원실 운영,3000000
,교육여건 개선,115399810
학교 일반운영,학교 일반운영,133851770
,학교기관운영,40570150
,시설 장비 유지,88824710
,학교운영 협력,4456910
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,3954060
,반환금,3954060
,예비비,0
세출합계,세출합계,436626580
