파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
인천광역시교육청_고등_예산_세입_2022.csv,2010418834.6456692,64254228.34645669,320306204.72440946,0.0,14203574.803149607,19927354.33070866,고등
인천광역시교육청_고등_예산_세입_2023.csv,1977087700.7874017,67275960.62992126,296238299.21259844,0.0,19498535.433070865,23890448.81889764,고등
인천광역시교육청_고등_예산_세입_2024.csv,2437329622.047244,59767803.1496063,311304015.7480315,0.0,25038000.0,21484307.086614173,고등
인천광역시교육청_초등_예산_세입_2022.csv,1223496812.7340825,2895629.213483146,157758187.2659176,0.0,6710805.243445693,20785831.460674156,초등
인천광역시교육청_초등_예산_세입_2023.csv,681872473.880597,2467082.0895522386,160600429.1044776,0.0,9501354.47761194,23504261.19402985,초등
인천광역시교육청_초등_예산_세입_2024.csv,767815262.962963,3435929.6296296297,148000674.07407406,0.0,11935007.407407407,27224122.222222224,초등
인천광역시교육청_중등_예산_세입_2022.csv,1146895915.4929578,5341359.154929577,43306394.366197184,0.0,4816640.845070423,15122676.056338029,중등
인천광역시교육청_중등_예산_세입_2023.csv,825779860.1398602,2773776.2237762236,34236349.65034965,0.0,7552489.51048951,8584237.762237763,중등
인천광역시교육청_중등_예산_세입_2024.csv,923745541.6666666,3392798.611111111,38306534.722222224,0.0,9006861.111111112,13470854.166666666,중등
고등_평균,2141612052.4934385,63765997.37532809,309282839.89501315,0.0,19580036.745406825,21767370.07874016,고등
초등_평균,891061516.5258808,2932880.3108883374,155453096.81482306,0.0,9382389.042821681,23838071.625642076,초등
중등_평균,965473772.4331616,3835977.996605637,38616426.24625635,0.0,7125330.488890349,12392589.328414151,중등
