정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,8470000
,교직원보수,0
,기타 교직원 보수,1120000
,교직원 복지 및 역량강화,7350000
학생복지/교육격차 해소,학생복지/교육격차 해소,89086000
,급식 관리,76409000
,기숙사 관리,0
,보건관리,9199000
,교육격차 해소,0
,학생복지,3478000
기본적 교육활동,기본적 교육활동,71422000
,교과 활동,36798000
,창의적 체험활동,34624000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,11217000
,방과후학교 운영,245000
,직업교육,0
,국제교육,0
,독서활동,7744000
,교기육성,2090000
,기타 선택적 교육활동,1138000
교육활동 지원,교육활동 지원,24680000
,교무업무 운영,8070000
,생활지도 운영,11090000
,연구학교 운영,0
,학습지원실 운영,4720000
,교육여건 개선,800000
학교 일반운영,학교 일반운영,119154000
,학교기관운영,31430000
,시설 장비 유지,83124000
,학교운영 협력,4600000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,500000
,반환금,0
,예비비,500000
세출합계,세출합계,324529000
