SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,부산광역시 부산진구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,16650000,0,198433000,1000000,S020000338,7912505000,C100000001,2,일반고등학교,N,가야고등학교,
고,사립,4,부산광역시 사하구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,1000000,7820000,0,470223000,415698000,S020000340,5175173000,C100000001,2,일반고등학교,N,건국고등학교,
,사립,4,부산광역시 서구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,12000000,11366000,0,72288000,10724000,S020000349,4877785000,C100000001,2,특성화고등학교,N,경성전자고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,14006000,0,614900000,3706000,S020000350,5695136000,C100000001,2,일반고등학교,N,경원고등학교,
고,사립,4,부산광역시 강서구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,1000000,36000000,0,421347000,40718000,S020000352,5886057000,C100000001,2,일반고등학교,N,경일고등학교,
고,사립,4,부산광역시 북구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,2000000,2010000,0,332768000,500000,S020000353,5549543000,C100000001,2,일반고등학교,N,경혜여자고등학교,
고,사립,4,부산광역시 연제구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,5640000,0,123385000,5250000,S020000356,4671470000,C100000001,2,특성화고등학교,N,계성여자상업고등학교,
,사립,4,부산광역시 영도구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,9580000,0,145788000,259291000,S020000357,4512284000,C100000001,2,일반고등학교,N,광명고등학교,
,사립,4,부산광역시 동구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,5000000,26500000,0,271200000,10000000,S020000362,6776186000,C100000001,2,일반고등학교,N,금성고등학교,
고,사립,4,부산광역시 금정구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,5000000,13770000,0,80740000,6428000,S020000367,5787147000,C100000001,2,특성화고등학교,N,금샘고등학교,
,사립,4,부산광역시 중구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,12608000,0,278510000,27752000,S020000372,5117245000,C100000001,2,일반고등학교,N,남성여자고등학교,
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,0,0,78245000,0,S020000375,4438655000,C100000001,2,특성화고등학교,N,대광고등학교,
,사립,4,부산광역시 사상구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,30000000,5100000,0,178600000,9600000,S020000376,6076928000,C100000001,2,일반고등학교,N,대덕여자고등학교,
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,5000000,20180000,0,523520000,425969000,S020000377,6323708000,C100000001,2,일반고등학교,N,대동고등학교,
고,사립,4,부산광역시 동래구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,17173000,0,326038000,0,S020000378,6891593000,C100000001,2,일반고등학교,N,대명여자고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,91532000,25240000,0,99700000,12000000,S020000380,5801446000,C100000001,2,특성화고등학교,N,대양고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,6525000,0,618483000,11911000,S020000381,7132813000,C100000001,2,일반고등학교,N,대연고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,248643000,0,171411000,10000000,S020000383,6202952000,C100000001,2,특성화고등학교,N,세연고등학교,
,사립,4,부산광역시 금정구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,40000000,31100000,0,179357000,481977000,S020000387,7827242000,C100000001,2,특성화고등학교,N,대진전자통신고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,26700000,0,223100000,66000000,S020000389,5334930000,C100000001,2,특성화고등학교,N,부산마케팅고등학교,
,사립,4,부산광역시 수영구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,13250000,17240000,0,553492000,12750000,S020000391,9495195000,C100000001,2,일반고등학교,N,덕문여자고등학교,
고,사립,4,부산광역시 동구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,10000000,13894000,0,290918000,12000000,S020000393,5834301000,C100000001,2,일반고등학교,N,데레사여자고등학교,
,사립,4,부산광역시 금정구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,4500000,0,205000000,13000000,S020000397,6022030000,C100000001,2,일반고등학교,N,동래여자고등학교,
,사립,4,부산광역시 북구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,11632000,0,238300000,0,S020000400,7538508000,C100000001,2,일반고등학교,N,삼정고등학교,
,사립,4,부산광역시 남구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,8054000,37751000,0,93503000,37000000,S020000402,5094361000,C100000001,2,특성화고등학교,N,동명공업고등학교,
