SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,부산광역시 부산진구,4.0,부산광역시교육청,부산광역시교육청,C100000001,3000000,N,253843000,복식부기,예산세출,290988000,216172000,35312000,1656074000,910044000,S020000338,4763155000,17221584.7,C100000001,2,일반고등학교,N,가야고등학교,
고,사립,4,부산광역시 사하구,4.0,부산광역시교육청,부산광역시교육청,C100000001,6000000,N,26816000,복식부기,예산세출,245473000,111565000,173697000,207078000,1290012000,S020000340,4009273000,16539275.2,C100000001,2,일반고등학교,N,건국고등학교,
,사립,4,부산광역시 서구,,부산광역시교육청,부산광역시교육청,C100000001,0,N,20000000,복식부기,예산세출,325876000,189095000,28160000,212558000,399426000,S020000349,3809048000,18058561.6,C100000001,2,특성화고등학교,N,경성전자고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,10000000,N,43500000,복식부기,예산세출,353491000,100296000,41794000,274808000,1300621000,S020000350,4203238000,10724996.6,C100000001,2,일반고등학교,N,경원고등학교,
고,사립,4,부산광역시 강서구,4.0,부산광역시교육청,부산광역시교육청,C100000001,1000000,N,47981000,복식부기,예산세출,369745000,294958000,33548000,228769000,679935000,S020000352,4729186000,7592297.3,C100000001,2,일반고등학교,N,경일고등학교,
고,사립,4,부산광역시 북구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,162251000,복식부기,예산세출,370795000,94951000,75107000,237867000,825342000,S020000353,4120508000,15250831.6,C100000001,2,일반고등학교,N,경혜여자고등학교,
고,사립,4,부산광역시 연제구,4.0,부산광역시교육청,부산광역시교육청,C100000001,3000000,N,0,복식부기,예산세출,316590000,178677000,82940000,131857000,432509000,S020000356,3660172000,13809612.1,C100000001,2,특성화고등학교,N,계성여자상업고등학교,
,사립,4,부산광역시 영도구,,부산광역시교육청,부산광역시교육청,C100000001,5000000,N,10000000,복식부기,예산세출,308147000,118257000,33260000,156655000,626724000,S020000357,3668900000,21328757.6,C100000001,2,일반고등학교,N,광명고등학교,
,사립,4,부산광역시 동구,,부산광역시교육청,부산광역시교육청,C100000001,6339000,N,500000,복식부기,예산세출,432704000,209634000,51034000,1448212000,747365000,S020000362,4193098000,22504400.0,C100000001,2,일반고등학교,N,금성고등학교,
고,사립,4,부산광역시 금정구,4.0,부산광역시교육청,부산광역시교육청,C100000001,300000,N,142511000,복식부기,예산세출,271561000,140887000,71739000,239100000,583852000,S020000367,4443135000,16600239.4,C100000001,2,특성화고등학교,N,금샘고등학교,
,사립,4,부산광역시 중구,,부산광역시교육청,부산광역시교육청,C100000001,0,N,0,복식부기,예산세출,321904000,96498000,108887000,198490000,841990000,S020000372,3868346000,14419403.2,C100000001,2,일반고등학교,N,남성여자고등학교,
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,55000000,N,79982000,복식부기,예산세출,257498000,138386000,47884000,93748000,512464000,S020000375,3331938000,15793356.6,C100000001,2,특성화고등학교,N,대광고등학교,
,사립,4,부산광역시 사상구,,부산광역시교육청,부산광역시교육청,C100000001,31000000,N,10000000,복식부기,예산세출,402058000,161127000,54440000,272592000,940476000,S020000376,4428535000,14929450.2,C100000001,2,일반고등학교,N,대덕여자고등학교,
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,5000000,N,0,복식부기,예산세출,374477000,164191000,206295000,227380000,1651717000,S020000377,4669317000,11886607.5,C100000001,2,일반고등학교,N,대동고등학교,
고,사립,4,부산광역시 동래구,4.0,부산광역시교육청,부산광역시교육청,C100000001,1000000,N,20000000,복식부기,예산세출,451056000,359905000,32930000,218360000,990005000,S020000378,5161548000,11998016.6,C100000001,2,일반고등학교,N,대명여자고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,87532000,N,13572000,복식부기,예산세출,373877000,179536000,94743000,232277000,297245000,S020000380,4751136000,17377285.3,C100000001,2,특성화고등학교,N,대양고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,2000000,N,0,복식부기,예산세출,383158000,1652219000,301463000,153135000,1043394000,S020000381,4234363000,16186941.7,C100000001,2,일반고등학교,N,대연고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,200000,N,5000000,복식부기,예산세출,267592000,238264000,82932000,211616000,668769000,S020000383,5158633000,14838939.6,C100000001,2,특성화고등학교,N,세연고등학교,
