SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,부산광역시 부산진구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,5158575,14254608,0,218287230,4940000,S020000338,7066928640,C100000001,2,일반고등학교,N,가야고등학교,
고,사립,4,부산광역시 사하구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,242825,10417881,0,274242307,374894061,S020000340,7117363040,C100000001,2,일반고등학교,N,건국고등학교,
,사립,4,부산광역시 서구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,48799332,14834108,0,41777370,34648400,S020000349,6704158310,C100000001,2,특성화고등학교,N,경성전자고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,30120926,16237417,0,210503360,1940558,S020000350,8450069080,C100000001,2,일반고등학교,N,경원고등학교,
고,사립,4,부산광역시 강서구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,150821542,14853934,0,338501710,21960000,S020000352,12927653710,C100000001,2,일반고등학교,N,경일고등학교,
고,사립,4,부산광역시 북구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,4650386,3970164,0,160660660,300000,S020000353,7696092300,C100000001,2,일반고등학교,N,경혜여자고등학교,
고,사립,4,부산광역시 연제구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,615320531,19494642,0,60386430,34697090,S020000356,5301848480,C100000001,2,특성화고등학교,N,계성여자상업고등학교,
,사립,4,부산광역시 영도구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,125207,3668505,0,139241800,230433000,S020000357,5251853510,C100000001,2,일반고등학교,N,광명고등학교,
,사립,4,부산광역시 동구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,47061500,33881840,0,198798280,3430000,S020000362,10196132340,C100000001,2,일반고등학교,N,금성고등학교,
고,사립,4,부산광역시 금정구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,143249885,14549132,0,55153400,6130006,S020000367,7211509063,C100000001,2,특성화고등학교,N,금샘고등학교,
,사립,4,부산광역시 중구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,6970236,26545725,0,198464770,35144100,S020000372,6978569310,C100000001,2,일반고등학교,N,남성여자고등학교,
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,10284718,1072560,0,62697549,26633826,S020000375,5972210800,C100000001,2,특성화고등학교,N,대광고등학교,
,사립,4,부산광역시 사상구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,19889767,3979660,0,135236770,500000,S020000376,7654769093,C100000001,2,일반고등학교,N,대덕여자고등학교,
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,3801384,22647989,0,488534870,421896186,S020000377,7117692615,C100000001,2,일반고등학교,N,대동고등학교,
고,사립,4,부산광역시 동래구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,359852685,23080210,0,276746110,3056200,S020000378,7332235920,C100000001,2,일반고등학교,N,대명여자고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,30989989,42773774,0,72292620,12200000,S020000380,7201907590,C100000001,2,특성화고등학교,N,대양고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,결산세입,13326131,124446400,0,603193450,14147510,S020000381,6213582080,C100000001,2,일반고등학교,N,대연고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,2317251682,41902601,0,88013280,64500000,S020000383,7457649910,C100000001,2,특성화고등학교,N,세연고등학교,
,사립,4,부산광역시 금정구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,27789143,41364909,0,157744150,507947750,S020000387,9833869580,C100000001,2,특성화고등학교,N,대진전자통신고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,49747,29278281,0,145362010,88590000,S020000389,7467527190,C100000001,2,특성화고등학교,N,부산마케팅고등학교,
,사립,4,부산광역시 수영구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,57014590,24085060,0,288989280,5410000,S020000391,9928591760,C100000001,2,일반고등학교,N,덕문여자고등학교,
고,사립,4,부산광역시 동구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,43729841,20318955,0,235647020,2915000,S020000393,7298866300,C100000001,2,일반고등학교,N,데레사여자고등학교,
,사립,4,부산광역시 금정구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,110742587,37426462,0,247784040,20856230,S020000397,6726767700,C100000001,2,일반고등학교,N,동래여자고등학교,
,사립,4,부산광역시 북구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,373995441,30094981,0,146247350,2220000,S020000400,7760921560,C100000001,2,일반고등학교,N,삼정고등학교,
,사립,4,부산광역시 남구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,17540010,51340060,0,89339620,58112000,S020000402,9229575850,C100000001,2,특성화고등학교,N,동명공업고등학교,
고,사립,4,부산광역시 사하구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,7418890,186533923,0,472077870,100665174,S020000406,9035551340,C100000001,2,일반고등학교,N,동아고등학교,
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,13481242,58149110,0,128765500,38956960,S020000407,7389603770,C100000001,2,특성화고등학교,N,동아공업고등학교,
고,사립,4,부산광역시 부산진구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,결산세입,27003066,55296639,0,108328100,51130000,S020000409,7434444500,C100000001,2,특성화고등학교,N,동의고등학교,
고,사립,4,부산광역시 동래구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,50287808,6996020,0,496610200,136125000,S020000410,7524431580,C100000001,2,일반고등학교,N,동인고등학교,
고,사립,4,부산광역시 중구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,16013470,22199990,0,80400390,25107340,S020000411,6225006140,C100000001,2,일반고등학교,N,동주여자고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,6579,21809377,0,197339140,1440000,S020000412,9794322180,C100000001,2,일반고등학교,N,동천고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,결산세입,6133675,72932886,0,73083240,36943560,S020000415,8221044050,C100000001,2,특성화고등학교,N,세정고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,결산세입,72600934,45240548,0,122416500,4000000,S020000421,7277209220,C100000001,2,일반고등학교,N,배정고등학교,
,사립,4,부산광역시 강서구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,43701376,3109673,0,41438330,131402600,S020000441,3681931980,C100000001,2,일반고등학교,N,부산대저고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,N,미지정,결산세입,53283670,3832568,0,248135630,371891567,S020000444,5903931620,C100000001,2,일반고등학교,N,부산동고등학교,
