SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,부산광역시 부산진구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,594940390,미지정,결산세출,309830367,429362710,19883310,333755205,799655760,S020000338,4817965382,15676809.3,C100000001,2,일반고등학교,N,가야고등학교,
고,사립,4,부산광역시 사하구,4.0,부산광역시교육청,부산광역시교육청,C100000001,13557000,N,1525394820,미지정,결산세출,287185899,146548950,172658590,337759540,1171709820,S020000340,4118922660,21181845.4,C100000001,2,일반고등학교,N,건국고등학교,
,사립,4,부산광역시 서구,,부산광역시교육청,부산광역시교육청,C100000001,167321050,N,216472500,미지정,결산세출,338202476,117920630,243364550,1442820005,335508510,S020000349,3937237680,22146082.7,C100000001,2,특성화고등학교,N,경성전자고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,445319850,N,2373980940,미지정,결산세출,342702963,104689740,21920960,336851597,916189290,S020000350,4154830090,15150671.5,C100000001,2,일반고등학교,N,경원고등학교,
고,사립,4,부산광역시 강서구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,6116354340,미지정,결산세출,314351367,258714953,135795480,1298183003,1095191970,S020000352,3985463820,21575253.2,C100000001,2,일반고등학교,N,경일고등학교,
고,사립,4,부산광역시 북구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,478096640,미지정,결산세출,521442871,194742960,80650090,1185654910,732590380,S020000353,4659221880,19340886.0,C100000001,2,일반고등학교,N,경혜여자고등학교,
고,사립,4,부산광역시 연제구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,0,미지정,결산세출,351354039,807394300,166613350,470767860,431535230,S020000356,3762291480,15973216.7,C100000001,2,특성화고등학교,N,계성여자상업고등학교,
,사립,4,부산광역시 영도구,,부산광역시교육청,부산광역시교육청,C100000001,0,N,378876770,미지정,결산세출,292325236,216663370,28421760,211652520,632377830,S020000357,3836648200,22659780.1,C100000001,2,일반고등학교,N,광명고등학교,
,사립,4,부산광역시 동구,,부산광역시교육청,부산광역시교육청,C100000001,0,N,2522594690,미지정,결산세출,450272010,346313630,23865210,225806090,695606970,S020000362,4103250160,25589323.4,C100000001,2,일반고등학교,N,금성고등학교,
고,사립,4,부산광역시 금정구,4.0,부산광역시교육청,부산광역시교육청,C100000001,12554287,N,443083960,미지정,결산세출,273668940,366838990,436777516,899840651,561870528,S020000367,4385749960,22639217.3,C100000001,2,특성화고등학교,N,금샘고등학교,
,사립,4,부산광역시 중구,,부산광역시교육청,부산광역시교육청,C100000001,0,N,219869000,미지정,결산세출,367193010,210256450,137567530,1177878100,818636978,S020000372,4295502120,18295957.4,C100000001,2,일반고등학교,N,남성여자고등학교,
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,10171144,N,12405900,미지정,결산세출,431510521,501996330,269898084,1195476909,474254088,S020000375,3113276890,22091874.5,C100000001,2,특성화고등학교,N,대광고등학교,
,사립,4,부산광역시 사상구,,부산광역시교육청,부산광역시교육청,C100000001,17008920,N,1521616680,미지정,결산세출,306659832,163952430,35504820,262646630,713919380,S020000376,4709617580,17256531.9,C100000001,2,일반고등학교,N,대덕여자고등학교,
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,47024190,N,199754380,미지정,결산세출,409981075,354215350,268750885,408656590,1552911690,S020000377,4798723240,13650284.2,C100000001,2,일반고등학교,N,대동고등학교,
고,사립,4,부산광역시 동래구,4.0,부산광역시교육청,부산광역시교육청,C100000001,12187000,N,48487900,미지정,결산세출,569567561,789498020,56623480,263589374,970592858,S020000378,5124964770,12929886.1,C100000001,2,일반고등학교,N,대명여자고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,37724387,N,259344600,미지정,결산세출,528880057,137846348,584097920,856587196,583240220,S020000380,4349543750,18528445.7,C100000001,2,특성화고등학교,N,대양고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,60374270,N,175040010,복식부기,결산세출,429967559,330355980,305482850,288847830,1053264050,S020000381,4315760880,14437953.2,C100000001,2,일반고등학교,N,대연고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,45891756,N,2594663990,미지정,결산세출,267163750,398706450,566026510,288418770,632473990,S020000383,5149173760,24309337.3,C100000001,2,특성화고등학교,N,세연고등학교,
,사립,4,부산광역시 금정구,,부산광역시교육청,부산광역시교육청,C100000001,162647903,N,399743250,미지정,결산세출,434119574,255818640,714389825,1096123330,856625880,S020000387,6574968070,18476120.5,C100000001,2,특성화고등학교,N,대진전자통신고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,79233130,N,481099710,미지정,결산세출,466389960,126035680,545688465,469243660,643918790,S020000389,4915688060,14831665.0,C100000001,2,특성화고등학교,N,부산마케팅고등학교,
,사립,4,부산광역시 수영구,,부산광역시교육청,부산광역시교육청,C100000001,235798270,N,1287982260,미지정,결산세출,427106460,196973120,46871550,303718430,1261892240,S020000391,6471644830,17610993.4,C100000001,2,일반고등학교,N,덕문여자고등학교,
고,사립,4,부산광역시 동구,4.0,부산광역시교육청,부산광역시교육청,C100000001,85968760,N,361822500,미지정,결산세출,400736623,412820480,92375340,903475620,929695050,S020000393,4412524260,15018613.9,C100000001,2,일반고등학교,N,데레사여자고등학교,
,사립,4,부산광역시 금정구,,부산광역시교육청,부산광역시교육청,C100000001,11991000,N,22860000,미지정,결산세출,450934511,245440350,135559500,256412760,912164129,S020000397,5020347940,16332662.5,C100000001,2,일반고등학교,N,동래여자고등학교,
,사립,4,부산광역시 북구,,부산광역시교육청,부산광역시교육청,C100000001,188119840,N,2080723450,미지정,결산세출,466820390,177219950,94154740,301568100,843782370,S020000400,4125148950,16621561.8,C100000001,2,일반고등학교,N,삼정고등학교,
,사립,4,부산광역시 남구,,부산광역시교육청,부산광역시교육청,C100000001,26395440,N,286430890,미지정,결산세출,389840420,203309100,384287360,1485845990,498558520,S020000402,3715572140,23939177.6,C100000001,2,특성화고등학교,N,동명공업고등학교,
고,사립,4,부산광역시 사하구,4.0,부산광역시교육청,부산광역시교육청,C100000001,56460400,N,370454140,미지정,결산세출,542998464,397303092,230931520,654005467,1201210832,S020000406,6348790600,14393765.8,C100000001,2,일반고등학교,N,동아고등학교,
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,62793398,N,210539660,미지정,결산세출,329803754,1034425350,514654579,539961665,634095864,S020000407,4292628626,19892696.9,C100000001,2,특성화고등학교,N,동아공업고등학교,
고,사립,4,부산광역시 부산진구,4.0,부산광역시교육청,부산광역시교육청,C100000001,9462280,N,349414000,복식부기,결산세출,281496020,259480400,677854090,1260305140,667450180,S020000409,4004940690,20520226.2,C100000001,2,특성화고등학교,N,동의고등학교,
고,사립,4,부산광역시 동래구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,0,미지정,결산세출,461911830,572858040,51765690,278822700,1424263150,S020000410,5356305180,11620437.4,C100000001,2,일반고등학교,N,동인고등학교,
고,사립,4,부산광역시 중구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,228229730,미지정,결산세출,305878720,410536810,102590360,381411420,585633090,S020000411,4341161190,15132003.1,C100000001,2,일반고등학교,N,동주여자고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,1233678220,미지정,결산세출,360676442,120764115,57500200,288727340,900077580,S020000412,5176067560,15499983.7,C100000001,2,일반고등학교,N,동천고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,14399741,N,1919047000,복식부기,결산세출,463655389,343296140,584744790,279413500,694412469,S020000415,4104292320,18468706.3,C100000001,2,특성화고등학교,N,세정고등학교,
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,10927000,N,284135160,복식부기,결산세출,317799483,1126767422,33059600,276860793,728878960,S020000421,4720837500,20268286.3,C100000001,2,일반고등학교,N,배정고등학교,
,사립,4,부산광역시 강서구,,부산광역시교육청,부산광역시교육청,C100000001,3877010,N,198262000,미지정,결산세출,315309014,208118730,34797290,156007910,587045220,S020000441,2392964620,15711216.9,C100000001,2,일반고등학교,N,부산대저고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,8109000,N,344460000,미지정,결산세출,358595360,360504480,187285140,294070070,1126800530,S020000444,3901101890,19527971.7,C100000001,2,일반고등학교,N,부산동고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,74149710,N,8598680,복식부기,결산세출,468069890,752735360,137516130,570948380,1640197840,S020000445,4253244632,20374898.5,C100000001,2,일반고등학교,N,부산동성고등학교,
,사립,4,부산광역시 중구,,부산광역시교육청,부산광역시교육청,C100000001,28267881,N,1894000,미지정,결산세출,306366397,426132130,208351660,671772748,410801000,S020000448,4152036060,18092192.1,C100000001,2,특성화고등학교,N,부산디지털고등학교,
고,사립,4,부산광역시 수영구,4.0,부산광역시교육청,부산광역시교육청,C100000001,15004720,N,1785613000,미지정,결산세출,377912220,243838600,324140580,454854420,696468100,S020000461,5374466340,18731915.1,C100000001,2,특성화고등학교,N,부산여자상업고등학교,
고,사립,4,부산광역시 금정구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,1549323610,미지정,결산세출,854037430,233160910,826247360,347041090,2318400596,S020000463,4778354860,10456918.4,C100000001,2,특수목적고등학교,N,부산예술고등학교,
고,사립,4,부산광역시 연제구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,5144732983,미지정,결산세출,581404620,149702360,259812680,343870920,1332616310,S020000464,4430078700,16610880.0,C100000001,2,특수목적고등학교,N,부산외국어고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,11149419,N,963014130,미지정,결산세출,397481000,278728620,1643442660,345963450,721470910,S020000470,5645341430,18293586.1,C100000001,2,특성화고등학교,N,부산정보고등학교,
,사립,4,부산광역시 남구,,부산광역시교육청,부산광역시교육청,C100000001,11923470,N,677612610,미지정,결산세출,246351728,360299029,568169055,158362753,638088075,S020000471,3744567950,16945435.6,C100000001,2,특성화고등학교,N,배정미래고등학교,
,사립,4,부산광역시 금정구,,부산광역시교육청,부산광역시교육청,C100000001,58771310,N,127885740,미지정,결산세출,345137487,686084365,305090279,579083090,664182159,S020000472,4443326522,15242200.7,C100000001,2,특성화고등학교,N,부산정보관광고등학교,
,사립,4,부산광역시 서구,,부산광역시교육청,부산광역시교육청,C100000001,58882458,N,243053110,복식부기,결산세출,335933431,295576610,670941156,972602529,866542750,S020000473,3983863160,16181688.9,C100000001,2,특성화고등학교,N,부산관광고등학교,
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,9648000,N,413732080,복식부기,결산세출,404105393,233485160,123324876,411208794,887251320,S020000483,4503899650,14171714.5,C100000001,2,일반고등학교,N,부산진여자고등학교,
