SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,부산광역시 부산진구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,5900000,0,234767000,1000000,S020000338,6070967000,C100000001,2,일반고등학교,N,가야고등학교
고,사립,4,부산광역시 사하구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,1000000,7820000,0,384798000,386350000,S020000340,5461553000,C100000001,2,일반고등학교,N,건국고등학교
,사립,4,부산광역시 서구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,39516000,16650000,0,38610000,8500000,S020000349,5860897000,C100000001,2,특성화고등학교,N,경성전자고등학교
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,14490000,0,660500000,3706000,S020000350,6019558000,C100000001,2,일반고등학교,N,경원고등학교
고,사립,4,부산광역시 강서구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,10000000,49000000,0,668784000,45000000,S020000352,8525378000,C100000001,2,일반고등학교,N,경일고등학교
고,사립,4,부산광역시 북구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,2000000,2237000,0,292236000,500000,S020000353,7041891000,C100000001,2,일반고등학교,N,경혜여자고등학교
고,사립,4,부산광역시 연제구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,5640000,0,98655000,162203000,S020000356,4645801000,C100000001,2,특성화고등학교,N,계성여자상업고등학교
,사립,4,부산광역시 영도구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,12640000,0,221650000,271916000,S020000357,8306025000,C100000001,2,일반고등학교,N,광명고등학교
,사립,4,부산광역시 동구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,13000000,73014000,0,395930000,14200000,S020000362,10756856000,C100000001,2,일반고등학교,N,금성고등학교
고,사립,4,부산광역시 금정구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,10000000,11720000,0,52627000,6840000,S020000367,5999708000,C100000001,2,특성화고등학교,N,금샘고등학교
고,사립,4,부산광역시 중구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,20710000,0,288657000,18000000,S020000372,5366315000,C100000001,2,일반고등학교,N,남성여자고등학교
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,0,0,60362000,0,S020000375,4544144000,C100000001,2,특성화고등학교,N,대광고등학교
,사립,4,부산광역시 사상구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,30000000,6300000,0,224694000,30000000,S020000376,5644674000,C100000001,2,일반고등학교,N,대덕여자고등학교
고,사립,4,부산광역시 사하구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,3000000,24800000,0,469082000,494512000,S020000377,7940253000,C100000001,2,일반고등학교,N,대동고등학교
고,사립,4,부산광역시 동래구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,20000000,0,409410000,1500000,S020000378,7699717000,C100000001,2,일반고등학교,N,대명여자고등학교
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,5000000,25840000,0,74008000,12000000,S020000380,6653491000,C100000001,2,특성화고등학교,N,대양고등학교
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,16428000,0,824063000,13713000,S020000381,5690954000,C100000001,2,일반고등학교,N,대연고등학교
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,7000,37360000,0,172453000,10000000,S020000383,6352394000,C100000001,2,특성화고등학교,N,세연고등학교
,사립,4,부산광역시 금정구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,20000000,30700000,0,251822000,446196000,S020000387,8188776000,C100000001,2,특성화고등학교,N,대진전자통신고등학교
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,14800000,0,233807000,66000000,S020000389,5517154000,C100000001,2,특성화고등학교,N,부산마케팅고등학교
,사립,4,부산광역시 수영구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,30000000,43480000,0,549160000,14200000,S020000391,7241328000,C100000001,2,일반고등학교,N,덕문여자고등학교
고,사립,4,부산광역시 동구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,10000000,23961000,0,282337000,12000000,S020000393,6424785000,C100000001,2,일반고등학교,N,데레사여자고등학교
,사립,4,부산광역시 금정구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,1700000,0,277753000,1000000,S020000397,6003865000,C100000001,2,일반고등학교,N,동래여자고등학교
,사립,4,부산광역시 북구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,17000000,0,153145000,0,S020000400,6117374000,C100000001,2,일반고등학교,N,삼정고등학교
,사립,4,부산광역시 남구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,9000000,41207000,0,161201000,37000000,S020000402,4893967000,C100000001,2,특성화고등학교,N,동명공업고등학교
고,사립,4,부산광역시 사하구,4.0,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,0,14100000,0,707527000,81000000,S020000406,10521776000,C100000001,2,일반고등학교,N,동아고등학교
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,N,복식부기,예산세입,24000000,10821000,0,132505000,38278000,S020000407,5213465000,C100000001,2,특성화고등학교,N,동아공업고등학교
