SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,부산광역시 부산진구,4.0,부산광역시교육청,부산광역시교육청,C100000001,5000000,N,31000000,복식부기,예산세출,271566000,149015000,25034000,119881000,720323000,S020000338,4840551000,13223970.0,C100000001,2,일반고등학교,N,가야고등학교
고,사립,4,부산광역시 사하구,4.0,부산광역시교육청,부산광역시교육청,C100000001,6000000,N,1532509000,복식부기,예산세출,249955000,92512000,180208000,118368000,1272801000,S020000340,4114009000,20616790.2,C100000001,2,일반고등학교,N,건국고등학교
,사립,4,부산광역시 서구,,부산광역시교육청,부산광역시교육청,C100000001,0,N,139868000,복식부기,예산세출,378955000,125615000,70014000,810404000,406727000,S020000349,3921970000,19066947.9,C100000001,2,특성화고등학교,N,경성전자고등학교
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,1000000,N,2582868000,복식부기,예산세출,343321000,88270000,41319000,141118000,1007356000,S020000350,4129694000,14520811.8,C100000001,2,일반고등학교,N,경원고등학교
고,사립,4,부산광역시 강서구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,30000000,복식부기,예산세출,270836000,184005000,69355000,1208661000,693968000,S020000352,4320371000,11073849.7,C100000001,2,일반고등학교,N,경일고등학교
고,사립,4,부산광역시 북구,4.0,부산광역시교육청,부산광역시교육청,C100000001,2000000,N,515454000,복식부기,예산세출,449027000,173696000,92126000,1115262000,816254000,S020000353,4314445000,18419369.5,C100000001,2,일반고등학교,N,경혜여자고등학교
고,사립,4,부산광역시 연제구,4.0,부산광역시교육청,부산광역시교육청,C100000001,3000000,N,0,복식부기,예산세출,304957000,136462000,94967000,93009000,444628000,S020000356,3728588000,12814962.7,C100000001,2,특성화고등학교,N,계성여자상업고등학교
,사립,4,부산광역시 영도구,,부산광역시교육청,부산광역시교육청,C100000001,5000000,N,16200000,복식부기,예산세출,280061000,206147000,34471000,129228000,571550000,S020000357,3740800000,20175939.3,C100000001,2,일반고등학교,N,광명고등학교
,사립,4,부산광역시 동구,,부산광역시교육청,부산광역시교육청,C100000001,10000000,N,4646540000,복식부기,예산세출,365834000,224997000,66925000,144149000,689300000,S020000362,4219760000,31704908.3,C100000001,2,일반고등학교,N,금성고등학교
고,사립,4,부산광역시 금정구,4.0,부산광역시교육청,부산광역시교육청,C100000001,300000,N,329684000,복식부기,예산세출,252761000,380466000,87683000,201999000,583047000,S020000367,4335882000,18931969.3,C100000001,2,특성화고등학교,N,금샘고등학교
,사립,4,부산광역시 중구,,부산광역시교육청,부산광역시교육청,C100000001,0,N,0,복식부기,예산세출,319349000,83313000,269730000,1004330000,830483000,S020000372,4071347000,16654562.0,C100000001,2,일반고등학교,N,남성여자고등학교
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,6000000,N,59000000,복식부기,예산세출,245798000,162905000,41280000,77630000,448159000,S020000375,3580758000,16990919.1,C100000001,2,특성화고등학교,N,대광고등학교
,사립,4,부산광역시 사상구,,부산광역시교육청,부산광역시교육청,C100000001,31000000,N,1602582000,복식부기,예산세출,343094000,149272000,31534000,166381000,761818000,S020000376,4561207000,17068946.4,C100000001,2,일반고등학교,N,대덕여자고등학교
,사립,4,부산광역시 사하구,,부산광역시교육청,부산광역시교육청,C100000001,11300000,N,103000000,복식부기,예산세출,409960000,214100000,296700000,190057000,1673218000,S020000377,4890163000,13223256.4,C100000001,2,일반고등학교,N,대동고등학교
고,사립,4,부산광역시 동래구,4.0,부산광역시교육청,부산광역시교육청,C100000001,3000000,N,5237000,복식부기,예산세출,431657000,171702000,59911000,80206000,923344000,S020000378,4870736000,10801638.6,C100000001,2,일반고등학교,N,대명여자고등학교
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,1765873000,N,5000000,복식부기,예산세출,362709000,129632000,90478000,185244000,613222000,S020000380,4583703000,19535002.5,C100000001,2,특성화고등학교,N,대양고등학교
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,2000000,N,0,복식부기,예산세출,363870000,171606000,289895000,151562000,1035039000,S020000381,4461044000,13433643.2,C100000001,2,일반고등학교,N,대연고등학교
고,사립,4,부산광역시 남구,4.0,부산광역시교육청,부산광역시교육청,C100000001,0,N,4147000,복식부기,예산세출,242894000,197449000,81584000,209650000,666152000,S020000383,5154333000,16029850.9,C100000001,2,특성화고등학교,N,세연고등학교
,사립,4,부산광역시 금정구,,부산광역시교육청,부산광역시교육청,C100000001,1000000,N,382911000,복식부기,예산세출,374822000,131098000,177302000,272640000,864762000,S020000387,6574997000,15456922.5,C100000001,2,특성화고등학교,N,대진전자통신고등학교
,사립,4,부산광역시 부산진구,,부산광역시교육청,부산광역시교육청,C100000001,0,N,0,복식부기,예산세출,370295000,121470000,126062000,100689000,640312000,S020000389,4801435000,11823921.3,C100000001,2,특성화고등학교,N,부산마케팅고등학교
,사립,4,부산광역시 수영구,,부산광역시교육청,부산광역시교육청,C100000001,100000,N,10000000,복식부기,예산세출,366591000,126284000,81313000,236286000,1352622000,S020000391,6489162000,14909394.1,C100000001,2,일반고등학교,N,덕문여자고등학교
