정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,5748686310
,교직원보수,4144243690
,기타 교직원 보수,1594039470
,교직원 복지 및 역량강화,10403150
학생복지/교육격차 해소,학생복지/교육격차 해소,1591632880
,급식 관리,1415166390
,기숙사 관리,0
,보건관리,72155690
,교육격차 해소,470000
,학생복지,103840800
기본적 교육활동,기본적 교육활동,561588955
,교과 활동,258392880
,창의적 체험활동,303196075
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,244476090
,방과후학교 운영,50970000
,직업교육,0
,국제교육,0
,독서활동,11146660
,교기육성,181159430
,기타 선택적 교육활동,1200000
교육활동 지원,교육활동 지원,146018710
,교무업무 운영,76755800
,생활지도 운영,4387560
,연구학교 운영,0
,학습지원실 운영,46916270
,교육여건 개선,17959080
학교 일반운영,학교 일반운영,432857949
,학교기관운영,129508040
,시설 장비 유지,302899909
,학교운영 협력,450000
학교시설 확충,학교시설 확충,2240224800
,시설확충 및 개선,2240224800
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,10965485694
