정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,5487073000
,교직원보수,4694579000
,기타 교직원 보수,783394000
,교직원 복지 및 역량강화,9100000
학생복지/교육격차 해소,학생복지/교육격차 해소,559196000
,급식 관리,489168000
,기숙사 관리,0
,보건관리,52328000
,교육격차 해소,0
,학생복지,17700000
기본적 교육활동,기본적 교육활동,254723000
,교과 활동,32008000
,창의적 체험활동,221590000
,자유학기(년) 활동,1125000
선택적 교육활동,선택적 교육활동,327658000
,방과후학교 운영,259600000
,직업교육,0
,국제교육,0
,독서활동,11000000
,교기육성,56288000
,기타 선택적 교육활동,770000
교육활동 지원,교육활동 지원,87628000
,교무업무 운영,40518000
,생활지도 운영,9130000
,연구학교 운영,0
,학습지원실 운영,34980000
,교육여건 개선,3000000
학교 일반운영,학교 일반운영,377735000
,학교기관운영,100361000
,시설 장비 유지,275204000
,학교운영 협력,2170000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,1000
,반환금,0
,예비비,1000
세출합계,세출합계,7094014000
