정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,53190000
,교직원보수,0
,기타 교직원 보수,44280000
,교직원 복지 및 역량강화,8910000
학생복지/교육격차 해소,학생복지/교육격차 해소,1096669000
,급식 관리,937427000
,기숙사 관리,0
,보건관리,89903000
,교육격차 해소,0
,학생복지,69339000
기본적 교육활동,기본적 교육활동,277321000
,교과 활동,130889000
,창의적 체험활동,146432000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,918262000
,방과후학교 운영,603254000
,직업교육,0
,국제교육,2000000
,독서활동,57512000
,교기육성,206136000
,기타 선택적 교육활동,49360000
교육활동 지원,교육활동 지원,108539000
,교무업무 운영,52373000
,생활지도 운영,31670000
,연구학교 운영,0
,학습지원실 운영,24496000
,교육여건 개선,0
학교 일반운영,학교 일반운영,349645000
,학교기관운영,173722000
,시설 장비 유지,160363000
,학교운영 협력,15560000
학교시설 확충,학교시설 확충,6000000
,시설확충 및 개선,6000000
학교 재무활동,학교 재무활동,2094000
,반환금,0
,예비비,2094000
세출합계,세출합계,2811720000
