정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,11887360
,교직원보수,0
,기타 교직원 보수,2700000
,교직원 복지 및 역량강화,9187360
학생복지/교육격차 해소,학생복지/교육격차 해소,1053875850
,급식 관리,916691630
,기숙사 관리,0
,보건관리,65367380
,교육격차 해소,0
,학생복지,71816840
기본적 교육활동,기본적 교육활동,601042376
,교과 활동,478715526
,창의적 체험활동,122326850
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,836818700
,방과후학교 운영,695016520
,직업교육,0
,국제교육,0
,독서활동,62811840
,교기육성,34710340
,기타 선택적 교육활동,44280000
교육활동 지원,교육활동 지원,201612670
,교무업무 운영,54976750
,생활지도 운영,31324340
,연구학교 운영,0
,학습지원실 운영,26153440
,교육여건 개선,89158140
학교 일반운영,학교 일반운영,452064909
,학교기관운영,190437910
,시설 장비 유지,251361059
,학교운영 협력,10265940
학교시설 확충,학교시설 확충,6000000
,시설확충 및 개선,6000000
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,3163301865
