정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,1963750
,교직원보수,0
,기타 교직원 보수,0
,교직원 복지 및 역량강화,1963750
학생복지/교육격차 해소,학생복지/교육격차 해소,1283447090
,급식 관리,1191486790
,기숙사 관리,0
,보건관리,71754140
,교육격차 해소,0
,학생복지,20206160
기본적 교육활동,기본적 교육활동,553727280
,교과 활동,395414700
,창의적 체험활동,158312580
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,690755350
,방과후학교 운영,458041240
,직업교육,0
,국제교육,0
,독서활동,62949280
,교기육성,104573120
,기타 선택적 교육활동,65191710
교육활동 지원,교육활동 지원,218898420
,교무업무 운영,113789930
,생활지도 운영,41459280
,연구학교 운영,0
,학습지원실 운영,20667280
,교육여건 개선,42981930
학교 일반운영,학교 일반운영,348021792
,학교기관운영,127966462
,시설 장비 유지,215186420
,학교운영 협력,4868910
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,1947390
,반환금,1947390
,예비비,0
세출합계,세출합계,3098761072
