정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,47235000
,교직원보수,0
,기타 교직원 보수,40200000
,교직원 복지 및 역량강화,7035000
학생복지/교육격차 해소,학생복지/교육격차 해소,1021698000
,급식 관리,920728000
,기숙사 관리,0
,보건관리,81840000
,교육격차 해소,0
,학생복지,19130000
기본적 교육활동,기본적 교육활동,317117000
,교과 활동,150267000
,창의적 체험활동,166850000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,323511000
,방과후학교 운영,154481000
,직업교육,0
,국제교육,0
,독서활동,52270000
,교기육성,53640000
,기타 선택적 교육활동,63120000
교육활동 지원,교육활동 지원,169921000
,교무업무 운영,90905000
,생활지도 운영,31086000
,연구학교 운영,10000000
,학습지원실 운영,20030000
,교육여건 개선,17900000
학교 일반운영,학교 일반운영,269840000
,학교기관운영,101541000
,시설 장비 유지,162779000
,학교운영 협력,5520000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,10000000
,반환금,0
,예비비,10000000
세출합계,세출합계,2159322000
