정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,31219010
,교직원보수,0
,기타 교직원 보수,24009060
,교직원 복지 및 역량강화,7209950
학생복지/교육격차 해소,학생복지/교육격차 해소,1066006510
,급식 관리,904961450
,기숙사 관리,0
,보건관리,93416950
,교육격차 해소,0
,학생복지,67628110
기본적 교육활동,기본적 교육활동,477558980
,교과 활동,374767350
,창의적 체험활동,102791630
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,757783450
,방과후학교 운영,545483970
,직업교육,0
,국제교육,0
,독서활동,57786740
,교기육성,109644740
,기타 선택적 교육활동,44868000
교육활동 지원,교육활동 지원,169822470
,교무업무 운영,49506510
,생활지도 운영,22450800
,연구학교 운영,0
,학습지원실 운영,43165160
,교육여건 개선,54700000
학교 일반운영,학교 일반운영,392644132
,학교기관운영,172718790
,시설 장비 유지,213509970
,학교운영 협력,6415372
학교시설 확충,학교시설 확충,6000000
,시설확충 및 개선,6000000
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,2901034552
