파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
경상남도교육청_공립_고등_예산_세입_2024.csv,206316238000,2936824000,46621182000,0,2286922000,920773000,고등
경상남도교육청_공립_고등_예산_세입_2023.csv,183905214000,2954658000,44506186000,0,2232219000,1076574000,고등
경상남도교육청_공립_고등_예산_세입_2022.csv,163026753000,2483898000,40593483000,0,1766282000,1427006000,고등
경상남도교육청_공립_초등_예산_세입_2024.csv,647025924000,2676099000,104518255000,0,2511508000,3540721000,초등
경상남도교육청_공립_초등_예산_세입_2023.csv,603207266000,2228197000,101586257000,0,1962681000,3787243000,초등
경상남도교육청_공립_초등_예산_세입_2022.csv,527999357000,2135023000,103585872000,0,1381491000,4424972000,초등
경상남도교육청_공립_중등_예산_세입_2024.csv,255104690000,957047000,24564931000,0,1048904000,1052374000,중등
경상남도교육청_공립_중등_예산_세입_2023.csv,225970335000,910118000,22834016000,0,942408000,1141850000,중등
경상남도교육청_공립_중등_예산_세입_2022.csv,202680141000,745553000,20544786000,0,640829000,1429566000,중등
고등_합계,553248205000,8375380000,131720851000,0,6285423000,3424353000,고등
초등_합계,1778232547000,7039319000,309690384000,0,5855680000,11752936000,초등
중등_합계,683755166000,2612718000,67943733000,0,2632141000,3623790000,중등
2024_합계,1108446852000,6569970000,175704368000,0,5847334000,5513868000,전체
2023_합계,1013082815000,6092973000,168926459000,0,5137308000,6005667000,전체
2022_합계,893706251000,5364474000,164724141000,0,3788602000,7281544000,전체
