파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급
서울특별시교육청_사립_중등_예산_세출_2023.csv,338001120000.0,12881509000.0,20065228000.0,7889839000.0,13516318000.0,35873940000.0,3739840000.0,402582000.0,1111154347.0,중등
서울특별시교육청_사립_중등_예산_세출_2022.csv,338452028000.0,12691274000.0,16718288000.0,9535675000.0,11217867000.0,32171419000.0,2430676000.0,448685000.0,1044192161.2,중등
서울특별시교육청_사립_고등_예산_세출_2024.csv,1048780167000.0,86847844000.0,37456743000.0,35709078000.0,47741300000.0,114754733000.0,21830124000.0,10151746000.0,2298924713.6,고등
서울특별시교육청_사립_중등_예산_세출_2024.csv,343751497000.0,9211078000.0,19699882000.0,8328098000.0,11972006000.0,35951126000.0,2464217000.0,332615000.0,1137642828.5999997,중등
서울특별시교육청_사립_고등_예산_세출_2022.csv,1032449117000.0,89019816000.0,30767359000.0,35290917000.0,35803826000.0,98963408000.0,18209061000.0,9778788000.0,2127171685.2000003,고등
서울특별시교육청_사립_고등_예산_세출_2023.csv,1032261782000.0,89885036000.0,35554947000.0,35932459000.0,47372139000.0,107761870000.0,36211336000.0,10458865000.0,2273195885.3,고등
서울특별시교육청_사립_초등_예산_세출_2024.csv,123370481000.0,27191851000.0,27701479000.0,30530864000.0,14443617000.0,22789458000.0,25880886000.0,594641000.0,477105066.59999996,초등
서울특별시교육청_사립_초등_예산_세출_2022.csv,113348332000.0,22019574000.0,23011718000.0,27169379000.0,10637759000.0,20442439000.0,20228642000.0,542119000.0,419667582.8,초등
서울특별시교육청_사립_초등_예산_세출_2023.csv,117779943000.0,24886597000.0,26002824000.0,28140319000.0,12764663000.0,22016486000.0,25380636000.0,1157245000.0,454654439.09999996,초등
중등_합계,1020204645000.0,34783861000.0,56483398000.0,25753612000.0,36706191000.0,103996485000.0,8634733000.0,1183882000.0,3292989336.799999,중등
고등_합계,3113491066000.0,265752696000.0,103779049000.0,106932454000.0,130917265000.0,321480011000.0,76250521000.0,30389399000.0,6699292284.1,고등
초등_합계,354498756000.0,74098022000.0,76716021000.0,85840562000.0,37846039000.0,65248383000.0,71490164000.0,2294005000.0,1351427088.5,초등
2023_합계,1488042845000.0,127653142000.0,81622999000.0,71962617000.0,73653120000.0,165652296000.0,65331812000.0,12018692000.0,3839004671.4,전체
2022_합계,1484249477000.0,123730664000.0,70497365000.0,71995971000.0,57659452000.0,151577266000.0,40868379000.0,10769592000.0,3591031429.200001,전체
2024_합계,1515902145000.0,123250773000.0,84858104000.0,74568040000.0,74156923000.0,173495317000.0,50175227000.0,11079002000.0,3913672608.7999997,전체
