SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,공립,3,세종특별자치시 ,,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,미지정,결산세입,3539190,1573870,0,16889190,0,S080000060,399852000,I100000001,8,N,장기중학교,
,공립,3,세종특별자치시 ,,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,복식부기,결산세입,15248680,3357490,0,40709160,1000000,S080000061,1031847370,I100000001,8,N,금호중학교,
,공립,3,세종특별자치시 ,,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,복식부기,결산세입,4697960,3528820,0,14164800,120000,S080000062,424248970,I100000001,8,N,연동중학교,
중,공립,3,세종특별자치시 ,3.0,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,복식부기,결산세입,9038370,1318790,0,23524200,10250000,S080000063,691447270,I100000001,8,N,연서중학교,
중,공립,3,세종특별자치시 ,3.0,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,복식부기,결산세입,7108160,3079750,0,28848480,3000000,S080000064,805819020,I100000001,8,N,전의중학교,
,공립,3,세종특별자치시 ,,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,미지정,결산세입,95969110,16280750,0,52355500,31300000,S080000065,1756215870,I100000001,8,N,세종중학교,
중,공립,3,세종특별자치시 ,3.0,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,복식부기,결산세입,13576210,18277108,0,60057920,5500000,S080000066,1886615440,I100000001,8,N,조치원중학교,
,공립,3,세종특별자치시 ,,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,복식부기,결산세입,30128330,4481570,0,100343480,26269210,S080000067,1438837780,I100000001,8,N,한솔중학교,
중,공립,3,세종특별자치시 ,3.0,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,복식부기,결산세입,14558962,1279590,0,22770980,2000000,S080000073,677536370,I100000001,8,N,부강중학교,
중,공립,3,세종특별자치시 ,3.0,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,복식부기,결산세입,23298970,9233290,0,84505600,600000,S080000108,1408623540,I100000001,8,N,아름중학교,
,공립,3,세종특별자치시 ,,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,미지정,결산세입,20958370,5482370,0,72902750,350000,S080000118,1407734400,I100000001,8,N,도담중학교,
,공립,3,세종특별자치시 ,,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,복식부기,결산세입,17294990,7256000,0,76522160,100000,S080000123,1292282020,I100000001,8,N,새롬중학교,
,공립,3,세종특별자치시 ,,세종특별자치시교육청,세종특별자치시교육청,I100000001,N,미지정,결산세입,11682830,17002010,0,82925500,100000,S080000138,1468738900,I100000001,8,N,고운중학교,
