SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
중,국립,3,제주특별자치도 제주시,3.0,교육부,제주특별자치도교육청,A000000001,0,N,0,미지정,결산세출,358476600,155773290,148017100,504441890,1195299240,S000003567,658924400,4495435.3,A000000001,18,N,제주대학교사범대학부설중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,0,N,0,복식부기,결산세출,154615960,378009320,38601410,124155900,207869860,S170000160,28960360,8794460.5,T100000001,18,N,김녕중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,0,N,0,복식부기,결산세출,132878140,248748170,33148780,227141970,323790540,S170000161,22018600,5065262.6,T100000001,18,N,세화중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,2913750,N,0,미지정,결산세출,135140410,142368370,36527130,215508600,293549200,S170000162,74173000,4592757.4,T100000001,18,N,신엄중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,0,N,0,복식부기,결산세출,203063390,401692610,100031290,200762700,442054240,S170000163,46965960,30316743.3,T100000001,18,N,신창중학교,
중,공립,3,제주특별자치도 제주시,3.0,제주시교육지원청,제주특별자치도교육청,T100000110,54383000,N,186290900,미지정,결산세출,145329600,117393350,110151560,247648270,340625250,S170000164,80959410,4896112.0,T100000001,18,N,애월중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,1224330,N,0,복식부기,결산세출,275098600,566400020,47981620,205488820,181015260,S170000165,63723460,51574311.9,T100000001,18,N,우도중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,0,N,0,복식부기,결산세출,205604690,345258990,112982270,291390530,373260240,S170000166,64489520,32395028.8,T100000001,18,N,저청중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,5440000,N,112570200,복식부기,결산세출,174598560,786099790,104959350,326422500,408553590,S170000167,68000340,6150601.6,T100000001,18,N,조천중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,0,N,166915280,미지정,결산세출,124649700,106958360,16476650,60651570,76363120,S170000168,38252530,32792622.8,T100000001,18,N,추자중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,0,N,0,복식부기,결산세출,160268500,250056510,46288070,229680260,330830870,S170000169,44132070,4535283.2,T100000001,18,N,한림여자중학교,
중,공립,3,제주특별자치도 제주시,3.0,제주시교육지원청,제주특별자치도교육청,T100000110,0,N,0,복식부기,결산세출,201131350,341941560,291280080,338390840,354840710,S170000170,33034150,6025554.8,T100000001,18,N,한림중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,0,N,240465880,복식부기,결산세출,294455880,269966440,47152770,201579190,269107960,S170000171,65936470,6908779.1,T100000001,18,N,함덕중학교,
중,공립,3,제주특별자치도 제주시,3.0,제주시교육지원청,제주특별자치도교육청,T100000110,0,Y,0,미지정,,0,0,0,0,0,S170000172,0,,T100000001,18,N,고산중학교,한국뷰티고등학교가 회계 통합 운영함.
,공립,3,제주특별자치도 서귀포시,,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,0,복식부기,결산세출,166278440,203319890,34695590,265432470,352283260,S170000275,69359510,4436460.0,T100000001,18,N,남원중학교,
,공립,3,제주특별자치도 서귀포시,,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,0,복식부기,결산세출,456574110,338302900,114270500,339734110,488373150,S170000276,47825680,4944821.2,T100000001,18,N,대정중학교,
,공립,3,제주특별자치도 서귀포시,,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,0,미지정,결산세출,240285750,572725770,52471690,233496120,243843060,S170000277,54840620,38823972.5,T100000001,18,N,무릉중학교,
중,공립,3,제주특별자치도 서귀포시,3.0,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,390064760,미지정,결산세출,354793290,599359080,55286210,280248140,602454390,S170000279,122939070,4800688.5,T100000001,18,N,서귀중앙여자중학교,
중,공립,3,제주특별자치도 서귀포시,3.0,서귀포시교육지원청,제주특별자치도교육청,T100000095,1323300,N,4531000,미지정,결산세출,264121500,577269350,98439390,342188090,1179985950,S170000281,97534180,4065598.7,T100000001,18,N,서귀포대신중학교,
중,공립,3,제주특별자치도 서귀포시,3.0,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,0,복식부기,결산세출,193884220,340673160,234509690,160348160,310878740,S170000282,61678850,6289723.8,T100000001,18,N,성산중학교,
,공립,3,제주특별자치도 서귀포시,,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,0,복식부기,결산세출,284142480,159585690,79510730,228196730,363051460,S170000283,29327070,27897906.3,T100000001,18,N,신산중학교,
,공립,3,제주특별자치도 서귀포시,,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,0,복식부기,결산세출,162558410,162162140,63083920,314480880,390754830,S170000284,32851770,4791029.6,T100000001,18,N,안덕중학교,
,공립,3,제주특별자치도 서귀포시,,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,142998560,복식부기,결산세출,118002300,54596120,211801300,131087420,187216410,S170000285,41366140,8960285.4,T100000001,18,N,위미중학교,
중,공립,3,제주특별자치도 서귀포시,3.0,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,0,미지정,결산세출,312784390,124605740,49567670,270189030,521907860,S170000286,120177490,2896961.0,T100000001,18,N,중문중학교,
,공립,3,제주특별자치도 서귀포시,,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,0,복식부기,결산세출,350149460,557041370,116263750,329801670,432888980,S170000287,48744490,5013359.9,T100000001,18,N,표선중학교,
,공립,3,제주특별자치도 서귀포시,,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,0,복식부기,결산세출,169548010,265134850,75104340,245544610,302777980,S170000288,56229430,7580538.9,T100000001,18,N,효돈중학교,
,공립,3,제주특별자치도 서귀포시,,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,0,복식부기,결산세출,195125990,547764770,55608650,275245880,482924090,S170000290,69484870,3497105.9,T100000001,18,N,서귀포여자중학교,
,공립,3,제주특별자치도 서귀포시,,서귀포시교육지원청,제주특별자치도교육청,T100000095,0,N,207304830,복식부기,결산세출,314880600,694651730,279510780,403628060,843257610,S170000291,155679650,5139917.1,T100000001,18,N,서귀포중학교,
