SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
중,국립,3,제주특별자치도 제주시,3.0,교육부,제주특별자치도교육청,A000000001,1000000,N,0,복식부기,예산세출,170156000,41386000,32202000,110466000,776413000,S000003567,564569000,2524095.2,A000000001,18,N,제주대학교사범대학부설중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,1000000,N,0,복식부기,예산세출,117206000,77750000,34074000,80202000,159170000,S170000160,17450000,4592943.4,T100000001,18,N,김녕중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,2000000,N,0,복식부기,예산세출,119509000,82262000,18257000,97374000,221332000,S170000161,11500000,2831969.2,T100000001,18,N,세화중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,100000,N,0,복식부기,예산세출,89116000,37663000,31302000,106375000,206789000,S170000162,8200000,2446658.2,T100000001,18,N,신엄중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,5000000,N,0,복식부기,예산세출,163406000,83851000,123948000,121918000,212520000,S170000163,11570000,15700282.6,T100000001,18,N,신창중학교,
중,공립,3,제주특별자치도 제주시,3.0,제주시교육지원청,제주특별자치도교육청,T100000110,2000000,N,5100000,복식부기,예산세출,136848000,88236000,82019000,138383000,279831000,S170000164,55027000,3005511.5,T100000001,18,N,애월중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,3000000,N,0,복식부기,예산세출,167146000,164241000,52038000,104208000,159411000,S170000165,62081000,27389423.1,T100000001,18,N,우도중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,3000000,N,0,복식부기,예산세출,168294000,126426000,151264000,147177000,243030000,S170000166,15147000,19868325.6,T100000001,18,N,저청중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,2600000,N,0,복식부기,예산세출,162722000,82131000,93497000,115952000,318959000,S170000167,13061000,2442483.0,T100000001,18,N,조천중학교,
,공립,3,제주특별자치도 제주시,,제주시교육지원청,제주특별자치도교육청,T100000110,1000000,N,0,복식부기,예산세출,79974000,101170000,15765000,58083000,59544000,S170000168,7970000,17972555.6,T100000001,18,N,추자중학교,
