파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
전라남도교육청_초등_결산_세입_2023.csv,450671218980,5850825290,24843625470,0,2242878854,7406646207,초등
전라남도교육청_초등_결산_세입_2022.csv,417617439900,6143992980,21483028480,0,1352358251,10647532155,초등
전라남도교육청_초등_결산_세입_2024.csv,503844398290,5624093740,27322381760,0,3856038934,7239507853,초등
전라남도교육청_중등_결산_세입_2022.csv,275477025300,2250815500,8167745250,0,736898767,8271622380,중등
전라남도교육청_고등_결산_세입_2022.csv,519166814510,8705311127,39280167145,0,1884979831,37055904522,고등
전라남도교육청_고등_결산_세입_2023.csv,549447683755,10472177457,39973265660,0,3174570565,34599547399,고등
전라남도교육청_중등_결산_세입_2023.csv,285138130300,1789341880,10314053680,0,1255091892,8436427033,중등
전라남도교육청_중등_결산_세입_2024.csv,311530900090,2140026670,11240342920,0,2018599917,5664434827,중등
전라남도교육청_고등_결산_세입_2024.csv,569049108529,10458616049,44085680990,0,4062949322,34508103318,고등
초등_합계,1372133057170,17618912010,73649035710,0,7451276039,25293686215,초등
중등_합계,872146055690,6180184050,29722141850,0,4010590576,22372484240,중등
고등_합계,1637663606794,29636104633,123339113795,0,9122499718,106163555239,고등
2023_합계,1285257033035,18112344627,75130944810,0,6672541311,50442620639,전체
2022_합계,1212261279710,17100119607,68930940875,0,3974236849,55975059057,전체
2024_합계,1384424406909,18222736459,82648405670,0,9937588173,47412045998,전체
