파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급,학교 수
전라남도교육청_초등_결산_세출_2024.csv,18310604040.0,112775614484.0,94280997143.0,125821769447.0,99944406157.0,68954590080.0,7577285200.0,8565478540.0,6850229004.9,초등,443
전라남도교육청_초등_결산_세출_2022.csv,16757835000.0,101102985484.0,77069185789.0,95511844149.0,86464552186.0,59147921108.0,6351544390.0,7437100680.0,5054531000.299999,초등,425
전라남도교육청_초등_결산_세출_2023.csv,17499739798.0,110064532720.0,89279302546.0,103444713978.0,88990615812.0,62404784086.0,5868437820.0,6186678550.0,5580638735.9,초등,427
전라남도교육청_중등_결산_세출_2024.csv,68698987170.0,68475762316.0,48571984947.0,22884099867.0,52596101823.0,45026988269.0,12139174280.0,4401708230.0,4079281509.9000006,중등,255
전라남도교육청_고등_결산_세출_2024.csv,165200781722.0,141842268496.0,67850476723.0,45235643779.0,74723973200.0,53240655832.0,70645822700.0,14079703600.0,2428658067.1,고등,143
전라남도교육청_고등_결산_세출_2023.csv,167278192873.0,136016995280.0,62102756772.0,45183358190.0,76129604415.0,49431629209.0,55048769807.0,11892874620.0,2352126689.6,고등,143
전라남도교육청_중등_결산_세출_2023.csv,67554925530.0,64515801253.0,43151518114.0,19992681449.0,47016655927.0,41205093385.0,13899009110.0,3937722120.0,3419686187.0,중등,254
전라남도교육청_중등_결산_세출_2022.csv,67922454537.0,61077632577.0,32834013421.0,19224888506.0,48525466608.0,39484781293.0,12308973110.0,4914210040.0,3273106532.3,중등,255
전라남도교육청_고등_결산_세출_2022.csv,171565175153.0,136473287910.0,46259357031.0,39011218454.0,70398305352.0,46195047779.0,46788895796.0,14714533280.0,2173998172.0,고등,144
초등_평균,17533641975.64942,108050904647.5305,86983125777.4641,108496116213.86255,91908725527.6641,63576519444.83552,6611557265.243243,7410800403.915058,5842285609.673744,초등,1295
중등_평균,68059448586.26309,64689959706.77618,41517035582.19372,20701483145.49869,49382500726.914925,41906537903.272255,12780923950.772251,4418508609.070681,3590915238.5589004,중등,764
고등_평균,168022973463.0628,138107042276.7628,58708511168.02093,43133797067.3093,73742831557.28604,49614473583.81163,57469599356.10465,13565049948.32558,2317925481.3397675,고등,430
전체_평균,59041126423.25753,99933740021.50945,68142556395.68542,70255498738.0699,75716933581.08517,54512820924.146645,17291490670.954197,7555523735.70912,4542357197.172599,전체,2489
