FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,3,광주광역시 북구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,복식부기,결산세입,39974663,5800192,0,162745010,1397471,S050000171,5003528340,F100000001,5,N,고려중학교,,
사립,3,광주광역시 북구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,복식부기,결산세입,51662436,53240255,0,127051100,1549510,S050000172,8002571582,F100000001,5,N,광주경신중학교,,
사립,3,광주광역시 북구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,복식부기,결산세입,2783209,25510496,0,130388140,6550000,S050000173,5026401270,F100000001,5,N,광주동신여자중학교,중,3.0
사립,3,광주광역시 북구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,복식부기,결산세입,4921636,21941997,0,141580950,9841000,S050000174,6997133850,F100000001,5,N,광주동신중학교,중,3.0
사립,3,광주광역시 북구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,복식부기,결산세입,227664464,36874496,0,239934120,1400000,S050000178,5810919725,F100000001,5,N,광주숭일중학교,,
사립,3,광주광역시 북구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,미지정,결산세입,13579550,180374380,0,119037060,280260650,S050000180,6258293240,F100000001,5,N,금호중앙중학교,중,3.0
사립,3,광주광역시 광산구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,미지정,결산세입,17041476,5571371,0,430414180,4700000,S050000181,5482723290,F100000001,5,N,광주진흥중학교,중,3.0
사립,3,광주광역시 동구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,복식부기,결산세입,7152792,6849016,0,53514520,8400000,S050000191,3194975020,F100000001,5,N,살레시오여자중학교,,
사립,3,광주광역시 북구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,복식부기,결산세입,4012769,17007574,0,136862490,9100000,S050000192,4040074270,F100000001,5,N,살레시오중학교,중,3.0
사립,3,광주광역시 북구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,미지정,결산세입,8139808,28612305,0,194750630,8050000,S050000193,5225056990,F100000001,5,N,서강중학교,중,3.0
사립,3,광주광역시 동구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,미지정,결산세입,12897900,19497470,0,114558410,31112640,S050000205,6096646290,F100000001,5,N,조선대학교부속중학교,중,3.0
사립,3,광주광역시 동구,광주광역시동부교육지원청,광주광역시교육청,F100000057,N,미지정,결산세입,27420720,7410570,0,70743590,18650000,S050000206,3835794920,F100000001,5,N,조선대학교여자중학교,중,3.0
사립,3,광주광역시 서구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,복식부기,결산세입,28483882,24418084,0,169615910,47450000,S050000363,4826919330,F100000001,5,N,광덕중학교,,
사립,3,광주광역시 남구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,미지정,결산세입,47919228,11825323,0,226008460,6723940,S050000369,4709309520,F100000001,5,N,광주동성여자중학교,,
사립,3,광주광역시 남구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,복식부기,결산세입,84326947,29808377,0,371672800,6206120,S050000370,5268580710,F100000001,5,N,광주동성중학교,,
사립,3,광주광역시 서구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,미지정,결산세입,3788099,37792337,0,161039500,8644000,S050000374,5592232690,F100000001,5,N,광주서석중학교,,
사립,3,광주광역시 남구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,복식부기,결산세입,24351142,11340472,0,292191230,20039830,S050000375,6296190310,F100000001,5,N,광주송원중학교,중,3.0
사립,3,광주광역시 남구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,복식부기,결산세입,16822293,8721199,0,106023980,13487240,S050000376,4739854140,F100000001,5,N,광주수피아여자중학교,,
사립,3,광주광역시 남구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,미지정,결산세입,6898125,20260121,0,66723000,1500000,S050000386,5507617210,F100000001,5,N,대성여자중학교,중,3.0
사립,3,광주광역시 남구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,미지정,결산세입,13104290,24774497,0,133401440,8883000,S050000388,6838956870,F100000001,5,N,동아여자중학교,,
사립,3,광주광역시 남구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,미지정,결산세입,78562777,6767538,0,271010810,100000,S050000390,5643348930,F100000001,5,N,문성중학교,,
사립,3,광주광역시 남구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,미지정,결산세입,4907901,31747195,0,127905890,15000000,S050000399,6352103340,F100000001,5,N,숭의중학교,,
사립,3,광주광역시 광산구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,복식부기,결산세입,18125052,3546886,0,21771600,500000,S050000403,1972379930,F100000001,5,N,임곡중학교,중,3.0
사립,3,광주광역시 광산구,광주광역시서부교육지원청,광주광역시교육청,F100000072,N,미지정,결산세입,1739210,12165150,0,168653560,9036750,S050000404,6974453490,F100000001,5,N,정광중학교,중,3.0
