SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,100000000,34860000,0,1261821000,13600000,S050000088,7468875000,F100000001,5,일반고등학교,N,고려고등학교
,사립,4,광주광역시 서구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,10000000,64100000,0,1350649000,87600000,S050000089,7887616000,F100000001,5,일반고등학교,N,광덕고등학교
,사립,4,광주광역시 광산구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,10000000,7670000,0,385296000,62625000,S050000092,4411084000,F100000001,5,일반고등학교,N,광일고등학교
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,0,40730000,0,779624000,10000000,S050000093,7247218000,F100000001,5,일반고등학교,N,광주경신여자고등학교
고,사립,4,광주광역시 서구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,10000000,107580000,0,1855836000,5000000,S050000100,7544653000,F100000001,5,일반고등학교,N,광주대동고등학교
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,0,12800000,0,310786000,414927000,S050000101,6073197000,F100000001,5,일반고등학교,N,광주동성고등학교
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,0,58364000,0,1338558000,35000000,S050000102,6833282000,F100000001,5,일반고등학교,N,광주동신고등학교
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,0,65090000,0,664140000,30000000,S050000103,6792911000,F100000001,5,일반고등학교,N,광주동신여자고등학교
고,사립,4,광주광역시 서구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,8000000,6600000,0,651216000,5000000,S050000107,6838322000,F100000001,5,일반고등학교,N,광주서석고등학교
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,10586000,49340000,0,735930000,6000000,S050000108,8214886000,F100000001,5,일반고등학교,N,광주석산고등학교
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,10000000,46493000,0,209400000,5000000,S050000109,9341512000,F100000001,5,일반고등학교,N,광주수피아여자고등학교
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,0,5981000,0,469410000,26200000,S050000110,8416283000,F100000001,5,일반고등학교,N,광주숭일고등학교
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,1000000,46700000,0,174185000,517461000,S050000114,7164962000,F100000001,5,특성화고등학교,N,광주여자상업고등학교
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,8000000,44935000,0,819136000,126398000,S050000118,6097797000,F100000001,5,일반고등학교,N,광주인성고등학교
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,500000,272500000,0,504660000,0,S050000125,8606444000,F100000001,5,일반고등학교,N,금호중앙여자고등학교
고,사립,4,광주광역시 광산구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,5000000,60920000,0,1534363000,679205000,S050000126,6818314000,F100000001,5,일반고등학교,N,광주진흥고등학교
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,0,49380000,0,1167517000,16000000,S050000128,6948170000,F100000001,5,일반고등학교,N,국제고등학교
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,23111000,192080000,0,154145000,1000,S050000129,6226967000,F100000001,5,특성화고등학교,N,금파공업고등학교
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,1000,271049000,0,1243095000,0,S050000131,6681632000,F100000001,5,일반고등학교,N,금호고등학교
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,10000000,10365000,0,379572000,0,S050000133,7252221000,F100000001,5,일반고등학교,N,대광여자고등학교
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,10000000,14800000,0,908430000,448485000,S050000134,8367130000,F100000001,5,일반고등학교,N,대성여자고등학교
고,사립,4,광주광역시 광산구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,0,2200000,0,334838000,45000000,S050000135,4289395000,F100000001,5,특성화고등학교,N,동명고등학교
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,0,7040000,0,416940000,6440000,S050000136,7273180000,F100000001,5,일반고등학교,N,동아여자고등학교
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,19800000,6580000,0,162791000,10000000,S050000137,7743864000,F100000001,5,특성화고등학교,N,동일미래과학고등학교
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,20000000,33343000,0,997582000,40000000,S050000138,7821136000,F100000001,5,일반고등학교,N,문성고등학교
고,사립,4,광주광역시 광산구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,10000000,91135000,0,336516000,111600000,S050000139,7878239000,F100000001,5,일반고등학교,N,보문고등학교
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,0,28500000,0,510300000,417648000,S050000142,8192399000,F100000001,5,일반고등학교,N,살레시오고등학교
,사립,4,광주광역시 동구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,12000000,35820000,0,387030000,234698000,S050000143,6501892000,F100000001,5,일반고등학교,N,살레시오여자고등학교
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,20000000,52823000,0,1198220000,5000000,S050000145,9153777000,F100000001,5,일반고등학교,N,서강고등학교
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,예산세입,13000000,24200000,0,108535000,0,S050000146,5137702000,F100000001,5,일반고등학교,N,서진여자고등학교
