SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,0,N,4192654717,미지정,결산세출,483306135,388307830,346200500,265476820,1807918230,S050000088,4222776900,19004287.6,F100000001,5,일반고등학교,N,고려고등학교
,사립,4,광주광역시 서구,,광주광역시교육청,광주광역시교육청,F100000001,0,N,700891660,복식부기,결산세출,554541780,557312518,603447960,415544040,2172405460,S050000089,5087307850,13348480.5,F100000001,5,일반고등학교,N,광덕고등학교
,사립,4,광주광역시 광산구,,광주광역시교육청,광주광역시교육청,F100000001,11249380,N,1122078450,미지정,결산세출,256596220,215219810,4090000,205380760,740673090,S050000092,1973988280,30811401.3,F100000001,5,일반고등학교,N,광일고등학교
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,0,N,511462510,복식부기,결산세출,530198557,576789108,330056670,383679780,1590558420,S050000093,4753404750,13368489.7,F100000001,5,일반고등학교,N,광주경신여자고등학교
고,사립,4,광주광역시 서구,4.0,광주광역시교육청,광주광역시교육청,F100000001,28081170,N,1999385560,미지정,결산세출,503590828,588312640,124368980,498830255,1922048898,S050000100,4102795020,16927926.1,F100000001,5,일반고등학교,N,광주대동고등학교
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,19940030,N,896419970,미지정,결산세출,443363812,170908230,390475280,504887370,1865651440,S050000101,4564392490,15061290.2,F100000001,5,일반고등학교,N,광주동성고등학교
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,65876810,N,2804259770,복식부기,결산세출,566151038,451341800,470618250,380480867,1549872316,S050000102,4543161610,17057893.6,F100000001,5,일반고등학교,N,광주동신고등학교
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,0,N,321516990,복식부기,결산세출,468995514,244325520,416792560,362371480,1702331836,S050000103,4964056430,11569427.5,F100000001,5,일반고등학교,N,광주동신여자고등학교
고,사립,4,광주광역시 서구,4.0,광주광역시교육청,광주광역시교육청,F100000001,0,N,1426724860,미지정,결산세출,456922165,311937950,558495520,273887854,1978268260,S050000107,4390024740,14938412.3,F100000001,5,일반고등학교,N,광주서석고등학교
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,60273050,N,1756656770,미지정,결산세출,485812956,1344141237,435213228,272515366,1595394170,S050000108,4601087336,16747768.4,F100000001,5,일반고등학교,N,광주석산고등학교
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,106178820,N,2069152480,미지정,결산세출,612529640,230089460,296575063,270384250,1296612910,S050000109,5334799230,15386026.9,F100000001,5,일반고등학교,N,광주수피아여자고등학교
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,1125300,N,1306068010,미지정,결산세출,538207080,750547050,523338880,382334570,1956689130,S050000110,5652468370,13819376.1,F100000001,5,일반고등학교,N,광주숭일고등학교
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,5411644,N,351492000,미지정,결산세출,500457969,1198924890,539712010,476952594,1438057950,S050000114,3652894590,21540642.9,F100000001,5,특성화고등학교,N,광주여자상업고등학교
