SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,15341436,14845366,0,783884300,11207947,S050000088,8119159266,F100000001,5,일반고등학교,N,고려고등학교,
,사립,4,광주광역시 서구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,304143057,72396193,0,1062384050,79601600,S050000089,8487921590,F100000001,5,일반고등학교,N,광덕고등학교,
,사립,4,광주광역시 광산구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,22617010,22756027,0,168708940,49572850,S050000092,4571133050,F100000001,5,일반고등학교,N,광일고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,13287799,49239376,0,425025320,11613540,S050000093,9687142590,F100000001,5,일반고등학교,N,광주경신여자고등학교,
,사립,4,광주광역시 서구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,12849924,75960715,0,1249393170,37085910,S050000100,7078746630,F100000001,5,일반고등학교,N,광주대동고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,44921294,20372634,0,523458610,481960060,S050000101,7549855050,F100000001,5,일반고등학교,N,광주동성고등학교,
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,6812669,66445181,0,620251680,140521830,S050000102,8780187190,F100000001,5,일반고등학교,N,광주동신고등학교,
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,19226410,24039441,0,508843170,31000000,S050000103,8404626330,F100000001,5,일반고등학교,N,광주동신여자고등학교,
고,사립,4,광주광역시 서구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,13305224,14872826,0,918412665,61262930,S050000107,8115685220,F100000001,5,일반고등학교,N,광주서석고등학교,
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,755405873,20502080,0,531338720,18372900,S050000108,8498544530,F100000001,5,일반고등학교,N,광주석산고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,226025820,37655800,0,339813590,27411394,S050000109,10325471490,F100000001,5,일반고등학교,N,광주수피아여자고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,8541549,17172321,0,628629250,31558300,S050000110,9630245040,F100000001,5,일반고등학교,N,광주숭일고등학교,
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,19871960,67826645,0,179679540,472124620,S050000114,8501788350,F100000001,5,특성화고등학교,N,광주여자상업고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,73349653,28156860,0,730662020,116472000,S050000118,7616993450,F100000001,5,일반고등학교,N,광주인성고등학교,
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,1743355510,311110035,0,425560800,499601350,S050000125,11043304900,F100000001,5,일반고등학교,N,금호중앙여자고등학교,
고,사립,4,광주광역시 광산구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,417684464,65006421,0,772396320,619143540,S050000126,8571007370,F100000001,5,일반고등학교,N,광주진흥고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,1533910,45961631,0,696899590,49728000,S050000128,9309263270,F100000001,5,일반고등학교,N,국제고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,123939830,139897560,0,110018770,288547900,S050000129,10097713230,F100000001,5,특성화고등학교,N,금파공업고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,49351490,15279640,0,793948490,371612950,S050000131,7047577770,F100000001,5,일반고등학교,N,금호고등학교,
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,950235224,24420583,0,315167495,610000,S050000133,8005843390,F100000001,5,일반고등학교,N,대광여자고등학교,
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,68495163,26229798,0,518990030,410736000,S050000134,10677993470,F100000001,5,일반고등학교,N,대성여자고등학교,
고,사립,4,광주광역시 광산구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,9235704,10862570,0,299510590,49715600,S050000135,3984695970,F100000001,5,특성화고등학교,N,동명고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,413087049,23664536,0,434985420,9705800,S050000136,9073031470,F100000001,5,일반고등학교,N,동아여자고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,30705032,35939829,0,140873680,56848970,S050000137,10400220100,F100000001,5,특성화고등학교,N,동일미래과학고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,313840409,41656203,0,684224750,16540400,S050000138,8615353310,F100000001,5,일반고등학교,N,문성고등학교,
고,사립,4,광주광역시 광산구,4.0,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,18667851,88870616,0,417083040,138730190,S050000139,10379402120,F100000001,5,일반고등학교,N,보문고등학교,
