SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,0,N,504660630,복식부기,결산세출,494654708,799064894,393225710,141189840,1548796350,S050000088,4099671740,13596701.7,F100000001,5,일반고등학교,N,고려고등학교,
,사립,4,광주광역시 서구,,광주광역시교육청,광주광역시교육청,F100000001,65866380,N,791217541,복식부기,결산세출,486715399,977173584,540084130,392795250,1876917560,S050000089,4856154320,13441351.5,F100000001,5,일반고등학교,N,광덕고등학교,
,사립,4,광주광역시 광산구,,광주광역시교육청,광주광역시교육청,F100000001,0,N,1345428700,복식부기,결산세출,233973660,125692880,58500000,81515610,573739610,S050000092,1806378990,40240280.5,F100000001,5,일반고등학교,N,광일고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,0,N,1876796450,복식부기,결산세출,484667423,870662430,340748950,262713910,1418140220,S050000093,4928639990,15665183.7,F100000001,5,일반고등학교,N,광주경신여자고등학교,
,사립,4,광주광역시 서구,,광주광역시교육청,광주광역시교육청,F100000001,75450080,N,1053553294,복식부기,결산세출,463615135,290796400,182991610,580816380,1786432950,S050000100,4012354620,14266909.6,F100000001,5,일반고등학교,N,광주대동고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,37880630,N,595694250,복식부기,결산세출,388397300,218558380,417586410,350561540,1678930000,S050000101,4640736350,14091954.1,F100000001,5,일반고등학교,N,광주동성고등학교,
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,0,N,1255114250,복식부기,결산세출,489095512,1407194930,435458990,284255290,1393044120,S050000102,4344564300,15829863.9,F100000001,5,일반고등학교,N,광주동신고등학교,
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,0,N,944039290,복식부기,결산세출,386378770,378907220,348771820,273499829,1548242510,S050000103,5089731380,12905857.3,F100000001,5,일반고등학교,N,광주동신여자고등학교,
고,사립,4,광주광역시 서구,4.0,광주광역시교육청,광주광역시교육청,F100000001,0,N,1459595420,복식부기,결산세출,395546265,480668530,508220840,274262520,1579858926,S050000107,4416226970,15500645.4,F100000001,5,일반고등학교,N,광주서석고등학교,
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,59325890,N,2284777820,복식부기,결산세출,404235882,604181250,307600060,333434930,1405274050,S050000108,4363982555,16136880.1,F100000001,5,일반고등학교,N,광주석산고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,264379350,N,2638465420,복식부기,결산세출,526408244,218480820,273408970,236926500,1246064140,S050000109,5537573950,16807538.2,F100000001,5,일반고등학교,N,광주수피아여자고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,51497500,N,1648507490,복식부기,결산세출,488879080,345942260,434632240,254111010,1643215990,S050000110,5444481440,13118660.3,F100000001,5,일반고등학교,N,광주숭일고등학교,
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,73278020,N,0,복식부기,결산세출,503898043,812214900,536131319,645011019,1524030060,S050000114,3252469290,18459881.0,F100000001,5,특성화고등학교,N,광주여자상업고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,6083490,N,1033220340,복식부기,결산세출,486236200,145679090,81082650,576965270,1750601720,S050000118,4440705690,13149034.6,F100000001,5,일반고등학교,N,광주인성고등학교,
고,사립,4,광주광역시 북구,4.0,광주광역시교육청,광주광역시교육청,F100000001,0,N,2340878710,복식부기,결산세출,450473840,420721220,253870780,1325888430,1593235720,S050000125,4820187000,15984672.9,F100000001,5,일반고등학교,N,금호중앙여자고등학교,
고,사립,4,광주광역시 광산구,4.0,광주광역시교육청,광주광역시교육청,F100000001,88036580,N,751754110,복식부기,결산세출,406714270,1543315350,674923080,136471200,2289930980,S050000126,3770021470,13418287.6,F100000001,5,일반고등학교,N,광주진흥고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,4032530,N,791931010,복식부기,결산세출,551158640,244326500,428994280,297615990,1568586530,S050000128,4790370700,12034696.5,F100000001,5,일반고등학교,N,국제고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,148207120,N,1595343800,미지정,결산세출,737437300,243063550,620393460,2835032380,879119200,S050000129,3686923790,23878934.7,F100000001,5,특성화고등학교,N,금파공업고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,71601780,N,493062060,복식부기,결산세출,382349410,548798150,317435850,472635790,1597940900,S050000131,4393647490,13243954.3,F100000001,5,일반고등학교,N,금호고등학교,
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,91625560,N,1559761950,복식부기,결산세출,367007150,134627690,129558180,269651290,1116867502,S050000133,5477400170,16969386.8,F100000001,5,일반고등학교,N,대광여자고등학교,
고,사립,4,광주광역시 남구,4.0,광주광역시교육청,광주광역시교육청,F100000001,80000,N,2358264520,복식부기,결산세출,467518390,313665780,354437752,213371270,1989450860,S050000134,5197465130,16556616.6,F100000001,5,일반고등학교,N,대성여자고등학교,
고,사립,4,광주광역시 광산구,4.0,광주광역시교육청,광주광역시교육청,F100000001,0,N,76802600,복식부기,결산세출,276339490,566514170,163424480,79190185,741637471,S050000135,2435386730,20565379.7,F100000001,5,특성화고등학교,N,동명고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,61879140,N,1343102330,복식부기,결산세출,492700940,1210405500,53823520,459037600,1182408290,S050000136,5145051450,15766099.5,F100000001,5,일반고등학교,N,동아여자고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,45909147,N,1062279790,복식부기,결산세출,442226967,1081058450,831355350,673945970,1144835680,S050000137,5356710340,17048592.5,F100000001,5,특성화고등학교,N,동일미래과학고등학교,
,사립,4,광주광역시 남구,,광주광역시교육청,광주광역시교육청,F100000001,0,N,1641486340,복식부기,결산세출,398607280,584811700,477712850,335821340,1508338480,S050000138,4657316690,15718649.2,F100000001,5,일반고등학교,N,문성고등학교,
고,사립,4,광주광역시 광산구,4.0,광주광역시교육청,광주광역시교육청,F100000001,0,N,1025032530,복식부기,결산세출,529587377,1580517950,268564760,419553690,1764224600,S050000139,5445962070,11915165.2,F100000001,5,일반고등학교,N,보문고등학교,
,사립,4,광주광역시 북구,,광주광역시교육청,광주광역시교육청,F100000001,5498100,N,647783140,복식부기,결산세출,739310954,912544820,293058360,159235370,2009370070,S050000142,5036157280,14566059.6,F100000001,5,일반고등학교,N,살레시오고등학교,
