정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,10692464
,교직원보수,0
,기타 교직원 보수,7620000
,교직원 복지 및 역량강화,3072464
학생복지/교육격차 해소,학생복지/교육격차 해소,34083150
,급식 관리,22020920
,기숙사 관리,0
,보건관리,9834830
,교육격차 해소,0
,학생복지,2227400
기본적 교육활동,기본적 교육활동,60650920
,교과 활동,19725310
,창의적 체험활동,35926190
,자유학기(년) 활동,4999420
선택적 교육활동,선택적 교육활동,25067650
,방과후학교 운영,15271470
,직업교육,0
,국제교육,0
,독서활동,9796180
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,92691220
,교무업무 운영,3258000
,생활지도 운영,4968350
,연구학교 운영,0
,학습지원실 운영,8934630
,교육여건 개선,75530240
학교 일반운영,학교 일반운영,117583480
,학교기관운영,20039370
,시설 장비 유지,96080620
,학교운영 협력,1463490
학교시설 확충,학교시설 확충,24648420
,시설확충 및 개선,24648420
학교 재무활동,학교 재무활동,6251000
,반환금,6251000
,예비비,0
세출합계,세출합계,371668304
