정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,28000000
,교직원보수,0
,기타 교직원 보수,2800000
,교직원 복지 및 역량강화,25200000
학생복지/교육격차 해소,학생복지/교육격차 해소,570956000
,급식 관리,517242000
,기숙사 관리,0
,보건관리,40464000
,교육격차 해소,0
,학생복지,13250000
기본적 교육활동,기본적 교육활동,171878000
,교과 활동,97260000
,창의적 체험활동,74618000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,217551000
,방과후학교 운영,187120000
,직업교육,0
,국제교육,0
,독서활동,19781000
,교기육성,10250000
,기타 선택적 교육활동,400000
교육활동 지원,교육활동 지원,61623000
,교무업무 운영,9160000
,생활지도 운영,24491000
,연구학교 운영,0
,학습지원실 운영,12972000
,교육여건 개선,15000000
학교 일반운영,학교 일반운영,253980000
,학교기관운영,81748000
,시설 장비 유지,163732000
,학교운영 협력,8500000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,10000000
,반환금,0
,예비비,10000000
세출합계,세출합계,1313988000
