정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,19340000
,교직원보수,0
,기타 교직원 보수,7760000
,교직원 복지 및 역량강화,11580000
학생복지/교육격차 해소,학생복지/교육격차 해소,361193000
,급식 관리,286278000
,기숙사 관리,0
,보건관리,62155000
,교육격차 해소,0
,학생복지,12760000
기본적 교육활동,기본적 교육활동,132334000
,교과 활동,62684000
,창의적 체험활동,69650000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,91274000
,방과후학교 운영,74350000
,직업교육,0
,국제교육,0
,독서활동,14004000
,교기육성,720000
,기타 선택적 교육활동,2200000
교육활동 지원,교육활동 지원,69518000
,교무업무 운영,9068000
,생활지도 운영,24080000
,연구학교 운영,0
,학습지원실 운영,12170000
,교육여건 개선,24200000
학교 일반운영,학교 일반운영,240293000
,학교기관운영,54272000
,시설 장비 유지,181281000
,학교운영 협력,4740000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,3010000
,반환금,10000
,예비비,3000000
세출합계,세출합계,916962000
