정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,4450000
,교직원보수,0
,기타 교직원 보수,400000
,교직원 복지 및 역량강화,4050000
학생복지/교육격차 해소,학생복지/교육격차 해소,25349000
,급식 관리,16048000
,기숙사 관리,0
,보건관리,9001000
,교육격차 해소,0
,학생복지,300000
기본적 교육활동,기본적 교육활동,33744000
,교과 활동,10450000
,창의적 체험활동,23294000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,29060000
,방과후학교 운영,22460000
,직업교육,0
,국제교육,0
,독서활동,6100000
,교기육성,500000
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,11272000
,교무업무 운영,3465000
,생활지도 운영,2656000
,연구학교 운영,0
,학습지원실 운영,5151000
,교육여건 개선,0
학교 일반운영,학교 일반운영,84619000
,학교기관운영,22726000
,시설 장비 유지,58733000
,학교운영 협력,3160000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,188494000
