정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,24255620
,교직원보수,0
,기타 교직원 보수,6684890
,교직원 복지 및 역량강화,17570730
학생복지/교육격차 해소,학생복지/교육격차 해소,496883020
,급식 관리,223033310
,기숙사 관리,0
,보건관리,56410030
,교육격차 해소,0
,학생복지,217439680
기본적 교육활동,기본적 교육활동,191017710
,교과 활동,109486948
,창의적 체험활동,81530762
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,140832930
,방과후학교 운영,116839670
,직업교육,0
,국제교육,0
,독서활동,13179560
,교기육성,0
,기타 선택적 교육활동,10813700
교육활동 지원,교육활동 지원,241521520
,교무업무 운영,5049750
,생활지도 운영,21058320
,연구학교 운영,66500000
,학습지원실 운영,10233230
,교육여건 개선,138680220
학교 일반운영,학교 일반운영,190700170
,학교기관운영,38038270
,시설 장비 유지,151010430
,학교운영 협력,1651470
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,943400
,반환금,943400
,예비비,0
세출합계,세출합계,1286154370
