정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,31140000
,교직원보수,0
,기타 교직원 보수,7160000
,교직원 복지 및 역량강화,23980000
학생복지/교육격차 해소,학생복지/교육격차 해소,544067000
,급식 관리,220732000
,기숙사 관리,0
,보건관리,47990000
,교육격차 해소,0
,학생복지,275345000
기본적 교육활동,기본적 교육활동,118267000
,교과 활동,54438000
,창의적 체험활동,63829000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,94375000
,방과후학교 운영,80195000
,직업교육,0
,국제교육,0
,독서활동,10570000
,교기육성,910000
,기타 선택적 교육활동,2700000
교육활동 지원,교육활동 지원,76015000
,교무업무 운영,9178000
,생활지도 운영,23220000
,연구학교 운영,15000000
,학습지원실 운영,12170000
,교육여건 개선,16447000
학교 일반운영,학교 일반운영,198635000
,학교기관운영,58589000
,시설 장비 유지,135006000
,학교운영 협력,5040000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,20000
,반환금,20000
,예비비,0
세출합계,세출합계,1062519000
