정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,39472000
,교직원보수,0
,기타 교직원 보수,0
,교직원 복지 및 역량강화,39472000
학생복지/교육격차 해소,학생복지/교육격차 해소,694983000
,급식 관리,644113000
,기숙사 관리,0
,보건관리,39670000
,교육격차 해소,0
,학생복지,11200000
기본적 교육활동,기본적 교육활동,440818000
,교과 활동,212358000
,창의적 체험활동,228460000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,232680000
,방과후학교 운영,158745000
,직업교육,0
,국제교육,0
,독서활동,42535000
,교기육성,7400000
,기타 선택적 교육활동,24000000
교육활동 지원,교육활동 지원,70892000
,교무업무 운영,13720000
,생활지도 운영,33660000
,연구학교 운영,2000000
,학습지원실 운영,21512000
,교육여건 개선,0
학교 일반운영,학교 일반운영,328161000
,학교기관운영,74472000
,시설 장비 유지,249339000
,학교운영 협력,4350000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,5000000
,반환금,0
,예비비,5000000
세출합계,세출합계,1812006000
