파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급
세종특별자치시교육청_공립_중등_결산_세출_2023.csv,27373946.296296295,374853184.8148148,303812280.1481481,79896632.07407407,228473399.14814815,273917872.5185185,4941381.851851852,371270.0,3692131.0,중등
세종특별자치시교육청_공립_중등_결산_세출_2022.csv,24813644.814814813,302665564.4444444,191852423.8148148,98234210.37037037,224645901.96296296,223314749.07407406,30429014.444444444,1147756.2962962964,3511286.137037037,중등
세종특별자치시교육청_공립_초등_결산_세출_2022.csv,27424490.576923076,270044444.8076923,219628443.44230768,335254909.28846157,202843711.19230768,229577569.21153846,6932073.653846154,677703.4615384615,3965077.463461539,초등
세종특별자치시교육청_공립_초등_결산_세출_2023.csv,44838158.30188679,319818688.7735849,274409937.1886792,353801759.7169811,206431589.6981132,284426581.8490566,4343301.698113208,1522624.716981132,3925046.6886792453,초등
세종특별자치시교육청_공립_중등_결산_세출_2024.csv,36353548.518518515,514696039.2592593,380087399.4074074,100177864.66666667,218982457.5925926,322943189.2222222,8565121.111111112,451733.3333333333,4157805.9,중등
세종특별자치시교육청_공립_초등_결산_세출_2024.csv,43822293.7037037,464136960.9814815,360046280.2592593,458093124.1666667,242558034.7777778,342604264.3148148,8293893.518518519,8647285.370370371,5470403.483333333,초등
세종특별자치시교육청_공립_고등_결산_세출_2023.csv,59187502.4,658537638.9,511948246.55,140809689.8,400401413.5,380694136.7,12885635.0,100632225.4,6110026.730000001,고등
세종특별자치시교육청_공립_고등_결산_세출_2022.csv,45119882.5,579914637.35,337768740.25,157323592.25,327944269.7,311692603.9,17347986.5,7243262.0,4737763.02,고등
세종특별자치시교육청_공립_고등_결산_세출_2024.csv,70526354.25,891453211.4,618069895.95,146637390.15,412406447.85,451709078.4,5430850.0,407718.5,6531652.5649999995,고등
중등_평균,29513713.209876537,397404929.50617284,291917367.79012346,92769569.03703703,224033919.56790122,273391936.9382716,14645172.469135804,656919.8765432099,3787074.3456790126,중등
초등_평균,38694980.860837854,351333364.8542529,284694886.9634154,382383264.39070314,217277778.55606624,285536138.4584699,6523089.623492627,3615871.1829633215,4453509.211824706,초등
고등_평균,58277913.050000004,709968495.8833333,489262294.25,148256890.73333335,380250710.3500001,381365273.0,11888157.166666666,36094401.96666667,5793147.438333333,고등
