SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,충청남도 논산시,,충청남도교육청,충청남도교육청,N100000001,0,N,0,복식부기,예산세출,253504000,95597000,71120000,256210000,1180741000,S120000128,2235920000,16638585.4,N100000001,13,일반고등학교,N,건양대학교병설건양고등학교
고,사립,4,충청남도 공주시,4.0,충청남도교육청,충청남도교육청,N100000001,5500000,N,0,복식부기,예산세출,409045000,170741000,57030000,276205000,1077962000,S120000133,3841317000,14169417.5,N100000001,13,일반고등학교,N,공주금성여자고등학교
,사립,4,충청남도 공주시,,충청남도교육청,충청남도교육청,N100000001,2700000,N,7000000,복식부기,예산세출,373342000,133225000,241275000,256196000,935470000,S120000137,3192263000,14732008.6,N100000001,13,일반고등학교,N,공주영명고등학교
,사립,4,충청남도 공주시,,충청남도교육청,충청남도교육청,N100000001,10000000,N,60000000,복식부기,예산세출,327625000,185816000,72526000,135330000,596665000,S120000138,2426948000,20078473.7,N100000001,13,특성화고등학교,N,공주정보고등학교
,사립,4,충청남도 홍성군,,충청남도교육청,충청남도교육청,N100000001,3008000,N,0,복식부기,예산세출,218080000,73835000,437107000,175909000,586755000,S120000139,1709094000,29941943.9,N100000001,13,특성화고등학교,N,한국K-POP고등학교
,사립,4,충청남도 논산시,,충청남도교육청,충청남도교육청,N100000001,5100000,N,20000000,복식부기,예산세출,511958000,119999000,125236000,322091000,2477203000,S120000151,4226086000,15837064.9,N100000001,13,일반고등학교,N,논산대건고등학교
고,사립,4,충청남도 논산시,4.0,충청남도교육청,충청남도교육청,N100000001,6000000,N,40742000,복식부기,예산세출,335449000,98952000,237487000,229384000,796862000,S120000153,3642835000,14067130.5,N100000001,13,특성화고등학교,N,논산여자상업고등학교
고,사립,4,충청남도 예산군,4.0,충청남도교육청,충청남도교육청,N100000001,3100000,N,20766000,복식부기,예산세출,197318000,98132000,30306000,94828000,653429000,S120000162,1622027000,19853328.5,N100000001,13,일반고등학교,N,대흥고등학교
,사립,4,충청남도 천안시 동남구,,충청남도교육청,충청남도교육청,N100000001,6000000,N,15000000,복식부기,예산세출,352987000,186113000,85660000,323041000,1244042000,S120000168,4406849000,10816490.2,N100000001,13,일반고등학교,N,복자여자고등학교
고,사립,4,충청남도 예산군,4.0,충청남도교육청,충청남도교육청,N100000001,3542000,N,21320000,복식부기,예산세출,261481000,138628000,181175000,270473000,799055000,S120000175,3054364000,14735320.9,N100000001,13,일반고등학교,N,삽교고등학교
