SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,충청남도 논산시,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,624741170,239291400,0,317019830,189441160,S120000128,5555132030,N100000001,13,일반고등학교,N,건양대학교병설건양고등학교
고,사립,4,충청남도 공주시,4.0,충청남도교육청,충청남도교육청,N100000001,N,미지정,결산세입,54030560,8965970,0,237942770,10620000,S120000133,5871209550,N100000001,13,일반고등학교,N,공주금성여자고등학교
,사립,4,충청남도 공주시,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,1212568640,10051710,0,277469340,116291940,S120000137,6784059580,N100000001,13,일반고등학교,N,공주영명고등학교
,사립,4,충청남도 공주시,,충청남도교육청,충청남도교육청,N100000001,N,미지정,결산세입,369440590,13746970,0,98565800,16948000,S120000138,5445454120,N100000001,13,특성화고등학교,N,공주정보고등학교
,사립,4,충청남도 홍성군,,충청남도교육청,충청남도교육청,N100000001,N,미지정,결산세입,2382981700,38896930,0,545071140,62631780,S120000139,9217984080,N100000001,13,특성화고등학교,N,한국K-POP고등학교
,사립,4,충청남도 논산시,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,987705280,6145630,0,1416683300,136887000,S120000151,7178928740,N100000001,13,일반고등학교,N,논산대건고등학교
고,사립,4,충청남도 논산시,4.0,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,97412190,37219000,0,188756310,131497000,S120000153,7512361540,N100000001,13,특성화고등학교,N,논산여자상업고등학교
고,사립,4,충청남도 예산군,4.0,충청남도교육청,충청남도교육청,N100000001,N,미지정,결산세입,10694540,2186190,0,202337550,2263000,S120000162,3208943520,N100000001,13,일반고등학교,N,대흥고등학교
,사립,4,충청남도 천안시 동남구,,충청남도교육청,충청남도교육청,N100000001,N,미지정,결산세입,27274110,5835150,0,255417460,5520000,S120000168,6401262850,N100000001,13,일반고등학교,N,복자여자고등학교
고,사립,4,충청남도 예산군,4.0,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,28781350,7471300,0,194494380,307817000,S120000175,6119590900,N100000001,13,일반고등학교,N,삽교고등학교
,사립,4,충청남도 서산시,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,217415180,21624340,0,556483180,96151800,S120000176,8197698120,N100000001,13,일반고등학교,N,서령고등학교
,사립,4,충청남도 당진시,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,94702570,4655590,0,171508180,31404000,S120000181,4210364630,N100000001,13,일반고등학교,N,서야고등학교
,사립,4,충청남도 서산시,,충청남도교육청,충청남도교육청,N100000001,N,미지정,결산세입,44928330,8701050,0,303825610,9232000,S120000182,7127967990,N100000001,13,일반고등학교,N,서일고등학교
,사립,4,충청남도 서천군,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,647816500,16611610,0,77618440,51120700,S120000186,7910323870,N100000001,13,특성화고등학교,N,서천여자정보고등학교
고,사립,4,충청남도 홍성군,4.0,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,46336850,12138190,0,357727690,406809980,S120000187,6318812380,N100000001,13,일반고등학교,N,서해삼육고등학교
고,사립,4,충청남도 당진시,4.0,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,24915950,8310520,0,126750950,101190800,S120000190,4640393500,N100000001,13,일반고등학교,N,송악고등학교
고,사립,4,충청남도 당진시,4.0,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,28333980,63338890,0,569781300,118767380,S120000191,8335952700,N100000001,13,일반고등학교,N,신평고등학교
고,사립,4,충청남도 논산시,4.0,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,15593140,4515880,0,590729240,68008200,S120000193,5065552320,N100000001,13,일반고등학교,N,쌘뽈여자고등학교
,사립,4,충청남도 아산시,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,1216788922,17913157,0,517720820,271372500,S120000194,9901310260,N100000001,13,일반고등학교,N,아산고등학교
,사립,4,충청남도 논산시,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,32591920,7579090,0,590844080,33099540,S120000197,7859644690,N100000001,13,일반고등학교,N,연무고등학교
,사립,4,충청남도 예산군,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,55471640,46874580,0,791604840,33484000,S120000206,7833920900,N100000001,13,일반고등학교,N,예산고등학교
,사립,4,충청남도 예산군,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,86869940,23311040,0,228546370,24654000,S120000209,5574376350,N100000001,13,일반고등학교,N,예산예화여자고등학교
,사립,4,충청남도 아산시,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,799345460,30550730,0,272288910,73519000,S120000217,11943783810,N100000001,13,일반고등학교,N,한올고등학교
,사립,4,충청남도 서천군,,충청남도교육청,충청남도교육청,N100000001,N,미지정,결산세입,158561370,34498280,0,135298470,7239500,S120000226,4318019610,N100000001,13,일반고등학교,N,장항고등학교
고,사립,4,충청남도 천안시 서북구,4.0,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,1789887750,138416200,0,98103760,111744910,S120000237,13096252950,N100000001,13,특성화고등학교,N,천안상업고등학교
,사립,4,충청남도 천안시 동남구,,충청남도교육청,충청남도교육청,N100000001,N,복식부기,결산세입,1751973470,35685132,0,562946470,307464900,S120000238,11209614730,N100000001,13,일반고등학교,N,천안고등학교
