SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,충청남도 논산시,,충청남도교육청,충청남도교육청,N100000001,0,N,2003595080,미지정,결산세출,209915760,380312810,96348520,522841200,980173120,S120000128,2573142270,28549910.4,N100000001,13,일반고등학교,N,건양대학교병설건양고등학교,
고,사립,4,충청남도 공주시,4.0,충청남도교육청,충청남도교육청,N100000001,2308880,N,125773080,미지정,결산세출,455457510,409520870,75698360,300362400,893260160,S120000133,3653160820,13567757.1,N100000001,13,일반고등학교,N,공주금성여자고등학교,
,사립,4,충청남도 공주시,,충청남도교육청,충청남도교육청,N100000001,3326790,N,3810484140,복식부기,결산세출,301440060,429277800,268525330,683170350,878223710,S120000137,3537444690,27081674.5,N100000001,13,일반고등학교,N,공주영명고등학교,
,사립,4,충청남도 공주시,,충청남도교육청,충청남도교육청,N100000001,9884850,N,1226533540,미지정,결산세출,287595930,781440180,351598920,346921670,502340410,S120000138,2209381670,27746102.8,N100000001,13,특성화고등학교,N,공주정보고등학교,
,사립,4,충청남도 홍성군,,충청남도교육청,충청남도교육청,N100000001,7879460,N,1504829220,복식부기,결산세출,277354340,55443930,1452445470,869938220,473079200,S120000139,1613325760,53002505.1,N100000001,13,특성화고등학교,N,한국K-POP고등학교,
,사립,4,충청남도 논산시,,충청남도교육청,충청남도교육청,N100000001,2448850,N,2994431460,복식부기,결산세출,447539390,1182863700,194317460,831676220,2636967440,S120000151,4240115030,25161364.6,N100000001,13,일반고등학교,N,논산대건고등학교,
고,사립,4,충청남도 논산시,4.0,충청남도교육청,충청남도교육청,N100000001,1308560,N,2982592510,미지정,결산세출,385637400,991970080,1387857460,146973870,700904460,S120000153,3510941010,25461424.1,N100000001,13,특성화고등학교,N,논산여자상업고등학교,
고,사립,4,충청남도 예산군,4.0,충청남도교육청,충청남도교육청,N100000001,0,N,300436420,미지정,결산세출,167601920,278946910,86005360,663658430,630867420,S120000162,1676622580,26979709.5,N100000001,13,일반고등학교,N,대흥고등학교,
,사립,4,충청남도 천안시 동남구,,충청남도교육청,충청남도교육청,N100000001,7673250,N,1330492000,복식부기,결산세출,433082870,1345366530,187091950,365278420,1212155470,S120000168,4008207760,12227439.1,N100000001,13,일반고등학교,N,복자여자고등학교,
고,사립,4,충청남도 예산군,4.0,충청남도교육청,충청남도교육청,N100000001,1086980,N,1615567940,미지정,결산세출,222766950,245062330,406234970,417802080,602813410,S120000175,3012094350,20385715.7,N100000001,13,일반고등학교,N,삽교고등학교,
,사립,4,충청남도 서산시,,충청남도교육청,충청남도교육청,N100000001,196980,N,2981134670,복식부기,결산세출,651765930,901454760,198489950,542844930,1562200270,S120000176,4606275550,15850918.3,N100000001,13,일반고등학교,N,서령고등학교,
,사립,4,충청남도 당진시,,충청남도교육청,충청남도교육청,N100000001,188300,N,153330000,미지정,결산세출,232452040,378970280,313673320,217987820,632718950,S120000181,2482410490,16968196.9,N100000001,13,일반고등학교,N,서야고등학교,
,사립,4,충청남도 서산시,,충청남도교육청,충청남도교육청,N100000001,1633040,N,1461413710,복식부기,결산세출,593810010,1065848940,173231460,301749800,1093299370,S120000182,3408608720,17684705.3,N100000001,13,일반고등학교,N,서일고등학교,
,사립,4,충청남도 서천군,,충청남도교육청,충청남도교육청,N100000001,2250,N,7563380370,복식부기,결산세출,305711400,282513490,759485370,100276150,700742970,S120000186,2208547810,87651910.4,N100000001,13,특성화고등학교,N,서천여자정보고등학교,
고,사립,4,충청남도 홍성군,4.0,충청남도교육청,충청남도교육청,N100000001,0,N,1128047250,미지정,결산세출,286852210,433257930,22995000,137903120,900187930,S120000187,2131594350,27849932.5,N100000001,13,일반고등학교,N,서해삼육고등학교,
고,사립,4,충청남도 당진시,4.0,충청남도교육청,충청남도교육청,N100000001,1385610,N,1044393570,복식부기,결산세출,357751280,423884210,107382830,335563930,687518610,S120000190,2700001950,12517438.0,N100000001,13,일반고등학교,N,송악고등학교,
고,사립,4,충청남도 당진시,4.0,충청남도교육청,충청남도교육청,N100000001,4405730,N,7535568510,복식부기,결산세출,427517480,422901400,602566440,758645900,1253707770,S120000191,3166527560,27464807.7,N100000001,13,일반고등학교,N,신평고등학교,
고,사립,4,충청남도 논산시,4.0,충청남도교육청,충청남도교육청,N100000001,8505570,N,133837900,복식부기,결산세출,281111070,590546230,167442460,448585650,1212008700,S120000193,3022154630,15271333.9,N100000001,13,일반고등학교,N,쌘뽈여자고등학교,
,사립,4,충청남도 아산시,,충청남도교육청,충청남도교육청,N100000001,0,N,919365100,복식부기,결산세출,413481470,391648410,327872340,747207458,2000298470,S120000194,5515203440,10756075.8,N100000001,13,일반고등학교,N,아산고등학교,
,사립,4,충청남도 논산시,,충청남도교육청,충청남도교육청,N100000001,25477690,N,2192888790,복식부기,결산세출,330630305,207451630,176910100,359940760,1376673293,S120000197,3672100710,21952824.4,N100000001,13,일반고등학교,N,연무고등학교,
,사립,4,충청남도 예산군,,충청남도교육청,충청남도교육청,N100000001,41556560,N,2049492850,미지정,결산세출,1424299810,287464030,177958260,760252340,1429829280,S120000206,4375017290,19209235.7,N100000001,13,일반고등학교,N,예산고등학교,
,사립,4,충청남도 예산군,,충청남도교육청,충청남도교육청,N100000001,1846840,N,240769970,복식부기,결산세출,293597310,502185320,350359890,469515100,597953140,S120000209,3241265070,16659335.2,N100000001,13,일반고등학교,N,예산예화여자고등학교,
,사립,4,충청남도 아산시,,충청남도교육청,충청남도교육청,N100000001,7759130,N,7327520590,복식부기,결산세출,652752970,511848770,929197590,995706820,1707244190,S120000217,5083896530,18237210.4,N100000001,13,일반고등학교,N,한올고등학교,
,사립,4,충청남도 서천군,,충청남도교육청,충청남도교육청,N100000001,756130,N,660117340,복식부기,결산세출,261499640,422590650,75657000,280099840,561964300,S120000226,1896803000,23768502.3,N100000001,13,일반고등학교,N,장항고등학교,
고,사립,4,충청남도 천안시 서북구,4.0,충청남도교육청,충청남도교육청,N100000001,2519760,N,3743285370,복식부기,결산세출,581865170,691432190,2158823280,412727300,909450110,S120000237,5874247100,17878545.1,N100000001,13,특성화고등학교,N,천안상업고등학교,
,사립,4,충청남도 천안시 동남구,,충청남도교육청,충청남도교육청,N100000001,20704430,N,4633368940,복식부기,결산세출,581955700,233465200,533263260,585170960,1780566660,S120000238,5323134750,13871965.5,N100000001,13,일반고등학교,N,천안고등학교,
고,사립,4,충청남도 천안시 동남구,4.0,충청남도교육청,충청남도교육청,N100000001,6264500,N,1410840090,복식부기,결산세출,1375914260,647556530,1282981400,928525120,5463457070,S120000241,7321797840,19910730.9,N100000001,13,자율고등학교,N,북일고등학교,
,사립,4,충청남도 천안시 동남구,,충청남도교육청,충청남도교육청,N100000001,4737380,N,338273180,복식부기,결산세출,920633750,3087100520,150142460,1010894750,1792305700,S120000242,4500143120,16625677.3,N100000001,13,일반고등학교,N,북일여자고등학교,
고,사립,4,충청남도 천안시 동남구,4.0,충청남도교육청,충청남도교육청,N100000001,7488940,N,91679480,복식부기,결산세출,511569590,331703590,1563566980,544091800,1222149680,S120000245,5897587860,12539874.1,N100000001,13,특성화고등학교,N,천안여자상업고등학교,
고,사립,4,충청남도 태안군,4.0,충청남도교육청,충청남도교육청,N100000001,1833020,N,3451971730,미지정,결산세출,531149920,907686950,424103170,682574070,903582690,S120000260,5123469920,24899319.8,N100000001,13,일반고등학교,N,태안여자고등학교,
,사립,4,충청남도 공주시,,충청남도교육청,충청남도교육청,N100000001,3007340,N,3412654840,미지정,결산세출,321882370,567833976,554250800,302683700,3084270960,S120000264,3044705900,29176459.7,N100000001,13,일반고등학교,N,한일고등학교,
,사립,4,충청남도 당진시,,충청남도교육청,충청남도교육청,N100000001,1933490,N,3030880130,복식부기,결산세출,546514550,737022290,93163250,787209510,1082206870,S120000269,5057934800,13353197.8,N100000001,13,일반고등학교,N,호서고등학교,
,사립,4,충청남도 홍성군,,충청남도교육청,충청남도교육청,N100000001,25437840,N,4776347960,복식부기,결산세출,416372980,232046010,425237730,564789740,930817710,S120000276,4130925160,19934099.0,N100000001,13,일반고등학교,N,홍주고등학교,
,사립,4,충청남도 천안시 동남구,,충청남도교육청,충청남도교육청,N100000001,19301660,N,19584000,미지정,결산세출,109370238,186165330,106953340,33137741,407778370,S120002527,1326071010,105160080.4,N100000001,13,특성화고등학교,N,한마음고등학교,
,사립,4,충청남도 서천군,,충청남도교육청,충청남도교육청,N100000001,363590,N,4937945000,복식부기,결산세출,500094985,200708860,85453000,174841490,671256910,S120002528,1444818890,67927819.7,N100000001,13,특성화고등학교,N,비전고등학교,
,사립,4,충청남도 아산시,,충청남도교육청,충청남도교육청,N100000001,0,N,285633335,복식부기,결산세출,2392222232,1186121373,516968174,670118190,5084624979,S120002870,9179901820,17917987.1,N100000001,13,자율고등학교,N,충남삼성고등학교,
