FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,3,강원특별자치도 동해시,강원특별자치도동해교육지원청,강원특별자치도교육청,K100000121,N,미지정,결산세입,52891970,3132290,0,33325700,7750000,S100000768,3516187980,K100000001,11,N,동해광희중학교,,
사립,3,강원특별자치도 동해시,강원특별자치도동해교육지원청,강원특별자치도교육청,K100000121,N,복식부기,결산세입,41389760,789730,0,45161250,7695000,S100000769,1513110220,K100000001,11,N,동해삼육중학교,,
사립,3,강원특별자치도 삼척시,강원특별자치도삼척교육지원청,강원특별자치도교육청,K100000137,N,복식부기,결산세입,57816680,5140535,0,58734520,9753000,S100000835,3620088500,K100000001,11,N,삼일중학교,중,3.0
사립,3,강원특별자치도 영월군,강원특별자치도영월교육지원청,강원특별자치도교육청,K100000184,N,복식부기,결산세입,55888020,5214550,0,29892400,847540,S100001146,3232852280,K100000001,11,N,석정여자중학교,중,3.0
사립,3,강원특별자치도 원주시,강원특별자치도원주교육지원청,강원특별자치도교육청,K100000198,N,복식부기,결산세입,35705300,6721000,0,12023820,2394000,S100001297,1342522660,K100000001,11,N,귀래중학교,중,3.0
사립,3,강원특별자치도 원주시,강원특별자치도원주교육지원청,강원특별자치도교육청,K100000198,N,미지정,결산세입,82380220,10570980,0,162878990,5700000,S100001299,4898631700,K100000001,11,N,원주대성중학교,중,3.0
사립,3,강원특별자치도 원주시,강원특별자치도원주교육지원청,강원특별자치도교육청,K100000198,N,복식부기,결산세입,74304200,3094350,0,59120210,1900000,S100001304,4271056470,K100000001,11,N,상지여자중학교,중,3.0
사립,3,강원특별자치도 원주시,강원특별자치도원주교육지원청,강원특별자치도교육청,K100000198,N,복식부기,결산세입,105141290,6501830,0,181310930,12273000,S100001308,3717999550,K100000001,11,N,원주삼육중학교,,
사립,3,강원특별자치도 원주시,강원특별자치도원주교육지원청,강원특별자치도교육청,K100000198,N,복식부기,결산세입,50517360,3371610,0,21006120,5800000,S100001312,3245327970,K100000001,11,N,육민관중학교,,
사립,3,강원특별자치도 원주시,강원특별자치도원주교육지원청,강원특별자치도교육청,K100000198,N,복식부기,결산세입,165800822,17299991,0,45444780,8699080,S100001315,5479913050,K100000001,11,N,진광중학교,중,3.0
사립,3,강원특별자치도 정선군,강원특별자치도정선교육지원청,강원특별자치도교육청,K100000228,N,복식부기,결산세입,9634690,1827090,0,12647780,4154810,S100001571,1419857560,K100000001,11,N,문곡중학교,,
사립,3,강원특별자치도 춘천시,강원특별자치도춘천교육지원청,강원특별자치도교육청,K100000257,N,미지정,결산세입,19061988,586796,0,48992000,21873930,S100001798,4982997140,K100000001,11,N,강원중학교,,
사립,3,강원특별자치도 춘천시,강원특별자치도춘천교육지원청,강원특별자치도교육청,K100000257,N,복식부기,결산세입,77637917,9650523,0,42552560,1539670,S100001810,5645752620,K100000001,11,N,유봉여자중학교,,
사립,3,강원특별자치도 홍천군,강원특별자치도홍천교육지원청,강원특별자치도교육청,K100000306,N,미지정,결산세입,13010580,2518481,0,206430212,70383490,S100002153,1162379050,K100000001,11,N,팔렬중학교,중,3.0
사립,3,강원특별자치도 횡성군,강원특별자치도횡성교육지원청,강원특별자치도교육청,K100000336,N,복식부기,결산세입,86526759,1753867,0,28862510,4445250,S100002402,3643944060,K100000001,11,N,대동여자중학교,,
