SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,강원특별자치도 강릉시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,114190445,43920737,0,108876740,11119040,S100000356,12426214700,K100000001,11,일반고등학교,N,강릉명륜고등학교,
,사립,4,강원특별자치도 강릉시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,45311284,11940876,0,333987390,52021938,S100000357,9074687360,K100000001,11,일반고등학교,N,강릉문성고등학교,
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,190406028,10535375,0,367293770,539248580,S100000364,7649617370,K100000001,11,일반고등학교,N,강원고등학교,
고,사립,4,강원특별자치도 강릉시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,9303432,15115976,0,138402920,1100000,S100000371,9072594400,K100000001,11,일반고등학교,N,강일여자고등학교,
고,사립,4,강원특별자치도 평창군,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,110132993,3199497385,0,161254890,12912200,S100000387,3137412120,K100000001,11,일반고등학교,N,상지대관령고등학교,
고,사립,4,강원특별자치도 원주시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,23816687,31477795,0,540563400,45565890,S100000389,10097872290,K100000001,11,일반고등학교,N,대성고등학교,
,사립,4,강원특별자치도 동해시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,114221920,6721850,0,65514330,378419930,S100000400,8532605650,K100000001,11,일반고등학교,N,동해광희고등학교,
,사립,4,강원특별자치도 동해시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,669729067,8186653,0,92904200,445521174,S100000401,2582853890,K100000001,11,일반고등학교,N,동해삼육고등학교,
,사립,4,강원특별자치도 횡성군,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,0,461815405,0,13879196531,2301554717,S100000414,16071080,K100000001,11,자율고등학교,N,민족사관고등학교,
고,사립,4,강원특별자치도 삼척시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,97627274,1497111,0,65327300,40500000,S100000425,3369456520,K100000001,11,일반고등학교,N,삼일고등학교,
고,사립,4,강원특별자치도 원주시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,414463640,18530740,0,242225270,197363630,S100000430,9605097410,K100000001,11,일반고등학교,N,상지여자고등학교,
고,사립,4,강원특별자치도 영월군,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,55497250,31519580,0,96123740,210697900,S100000435,6697823970,K100000001,11,일반고등학교,N,석정여자고등학교,
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,44838100,10035870,0,175168160,54360660,S100000436,6467807970,K100000001,11,일반고등학교,N,성수고등학교,
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,33857904,15099545,0,129526070,533941992,S100000440,4956215100,K100000001,11,일반고등학교,N,성수여자고등학교,
,사립,4,강원특별자치도 원주시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,115873330,84485655,0,218497790,197045000,S100000470,5194741310,K100000001,11,일반고등학교,N,원주삼육고등학교,
고,사립,4,강원특별자치도 춘천시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,119276276,31512123,0,281771770,1983774,S100000476,9038447590,K100000001,11,일반고등학교,N,유봉여자고등학교,
,사립,4,강원특별자치도 원주시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,1604241340,34671960,0,240256890,36390750,S100000477,9026971040,K100000001,11,일반고등학교,N,육민관고등학교,
,사립,4,강원특별자치도 원주시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,75152373,17948647,0,172363950,105396300,S100000501,8695535060,K100000001,11,일반고등학교,N,진광고등학교,
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,19084755,11244034,0,461096100,18751171,S100003735,3793791710,K100000001,11,특성화고등학교,N,전인고등학교,
,사립,4,강원특별자치도 홍천군,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,3809311,3790250,0,166417360,274123290,S100003746,1525718110,K100000001,11,특성화고등학교,N,팔렬고등학교,
고,사립,4,강원특별자치도 양구군,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,31832835,17621788,0,2292915820,28747743,S100003837,6840487700,K100000001,11,특수목적고등학교,N,강원외국어고등학교,
