SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,강원특별자치도 강릉시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,5000000,20020000,0,158680000,12880000,S100000356,5140159000,K100000001,11,일반고등학교,N,강릉명륜고등학교,
,사립,4,강원특별자치도 강릉시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,2000,4600000,0,318215000,854000,S100000357,6106692000,K100000001,11,일반고등학교,N,강릉문성고등학교,
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,0,5500000,0,292515000,443909000,S100000364,6067225000,K100000001,11,일반고등학교,N,강원고등학교,
고,사립,4,강원특별자치도 강릉시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,10000000,13800000,0,145571000,100000,S100000371,6387372000,K100000001,11,일반고등학교,N,강일여자고등학교,
고,사립,4,강원특별자치도 평창군,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,166888000,4050108000,0,202692000,1000000,S100000387,2196321000,K100000001,11,일반고등학교,N,상지대관령고등학교,
고,사립,4,강원특별자치도 원주시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,30000000,20304000,0,914517000,41595000,S100000389,6657992000,K100000001,11,일반고등학교,N,대성고등학교,
,사립,4,강원특별자치도 동해시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,95843000,6200000,0,228569000,0,S100000400,6443399000,K100000001,11,일반고등학교,N,동해광희고등학교,
,사립,4,강원특별자치도 동해시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,51000000,1846000,0,104375000,337033000,S100000401,1752468000,K100000001,11,일반고등학교,N,동해삼육고등학교,
,사립,4,강원특별자치도 횡성군,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,0,166713000,0,16637022000,1671360000,S100000414,0,K100000001,11,자율고등학교,N,민족사관고등학교,
고,사립,4,강원특별자치도 삼척시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,10000000,600000,0,169229000,100000,S100000425,2383127000,K100000001,11,일반고등학교,N,삼일고등학교,
고,사립,4,강원특별자치도 원주시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,5000000,10420000,0,80203000,5000000,S100000430,6639332000,K100000001,11,일반고등학교,N,상지여자고등학교,
고,사립,4,강원특별자치도 영월군,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,0,5448000,0,190723000,4633000,S100000435,3843477000,K100000001,11,일반고등학교,N,석정여자고등학교,
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,0,7460000,0,62410000,2000000,S100000436,4969241000,K100000001,11,일반고등학교,N,성수고등학교,
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,0,9480000,0,41992000,501686000,S100000440,4057985000,K100000001,11,일반고등학교,N,성수여자고등학교,
,사립,4,강원특별자치도 원주시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,20000000,73550000,0,204468000,191042000,S100000470,3388268000,K100000001,11,일반고등학교,N,원주삼육고등학교,
고,사립,4,강원특별자치도 춘천시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,0,23600000,0,554517000,2465000,S100000476,6045587000,K100000001,11,일반고등학교,N,유봉여자고등학교,
,사립,4,강원특별자치도 원주시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,3000000,21420000,0,595420000,26350000,S100000477,6296357000,K100000001,11,일반고등학교,N,육민관고등학교,
,사립,4,강원특별자치도 원주시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,15000000,6900000,0,40260000,8317000,S100000501,6664913000,K100000001,11,일반고등학교,N,진광고등학교,
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,0,800000,0,528821000,23360000,S100003735,1977620000,K100000001,11,특성화고등학교,N,전인고등학교,
,사립,4,강원특별자치도 홍천군,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,40000000,3390000,0,188745000,209232000,S100003746,1397161000,K100000001,11,특성화고등학교,N,팔렬고등학교,
고,사립,4,강원특별자치도 양구군,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,예산세입,0,12800000,0,2418667000,46800000,S100003837,4195120000,K100000001,11,특수목적고등학교,N,강원외국어고등학교,
