SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,강원특별자치도 강릉시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,46719592,65208634,0,136219600,24663640,S100000356,7964187240,K100000001,11,일반고등학교,N,강릉명륜고등학교
,사립,4,강원특별자치도 강릉시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,21747090,42952109,0,237637500,136836206,S100000357,7959109280,K100000001,11,일반고등학교,N,강릉문성고등학교
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,16720988,64085707,0,388765350,597761830,S100000364,9152237720,K100000001,11,일반고등학교,N,강원고등학교
고,사립,4,강원특별자치도 강릉시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,15704158,54853172,0,147549250,6257080,S100000371,9678677680,K100000001,11,일반고등학교,N,강일여자고등학교
고,사립,4,강원특별자치도 평창군,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,90226728,3995619182,0,120250880,20290000,S100000387,3335928350,K100000001,11,일반고등학교,N,상지대관령고등학교
고,사립,4,강원특별자치도 원주시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,43045842,95166311,0,538332650,65554300,S100000389,11193201740,K100000001,11,일반고등학교,N,대성고등학교
,사립,4,강원특별자치도 동해시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,53005290,43468240,0,184493840,393454340,S100000400,10681927050,K100000001,11,일반고등학교,N,동해광희고등학교
,사립,4,강원특별자치도 동해시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,24321274,12882026,0,154577400,428906670,S100000401,2781691610,K100000001,11,일반고등학교,N,동해삼육고등학교
,사립,4,강원특별자치도 횡성군,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,0,100546883,0,16566650600,2200000000,S100000414,19331070,K100000001,11,자율고등학교,N,민족사관고등학교
고,사립,4,강원특별자치도 삼척시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,48070795,2700970,0,101045580,33550000,S100000425,4069222190,K100000001,11,일반고등학교,N,삼일고등학교
고,사립,4,강원특별자치도 원주시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,31986630,14822420,0,257736890,156347250,S100000430,10120666640,K100000001,11,일반고등학교,N,상지여자고등학교
고,사립,4,강원특별자치도 영월군,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,163805640,119722530,0,107337040,247242230,S100000435,9357713150,K100000001,11,일반고등학교,N,석정여자고등학교
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,35646700,32157890,0,276274600,25743961,S100000436,6641716750,K100000001,11,일반고등학교,N,성수고등학교
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,33586521,48069560,0,205215620,637752701,S100000440,5552636960,K100000001,11,일반고등학교,N,성수여자고등학교
,사립,4,강원특별자치도 원주시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,46756185,175190382,0,261505160,222722570,S100000470,7239271490,K100000001,11,일반고등학교,N,원주삼육고등학교
고,사립,4,강원특별자치도 춘천시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,21852034,54072978,0,236301600,17525465,S100000476,8000846760,K100000001,11,일반고등학교,N,유봉여자고등학교
,사립,4,강원특별자치도 원주시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,26285850,99728700,0,357253060,29439160,S100000477,9050158360,K100000001,11,일반고등학교,N,육민관고등학교
,사립,4,강원특별자치도 원주시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,20272980,50200486,0,414392790,99481670,S100000501,11047911180,K100000001,11,일반고등학교,N,진광고등학교
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,복식부기,결산세입,4070137,22307114,0,396218840,11865720,S100003735,3049711730,K100000001,11,특성화고등학교,N,전인고등학교
,사립,4,강원특별자치도 홍천군,,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,9354660,16275672,0,171146500,278696500,S100003746,2504597340,K100000001,11,특성화고등학교,N,팔렬고등학교
고,사립,4,강원특별자치도 양구군,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,N,미지정,결산세입,72012041,12417832,0,1983583630,48981002,S100003837,7772602080,K100000001,11,일반고등학교,N,강원외국어고등학교
