SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,강원특별자치도 강릉시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,183283460,N,5717725030,복식부기,결산세출,260235060,493618730,172984690,481434970,912059940,S100000356,4436260190,25064558.6,K100000001,11,일반고등학교,N,강릉명륜고등학교,
,사립,4,강원특별자치도 강릉시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,558527620,N,551467520,복식부기,결산세출,555816130,304183458,398876490,473929400,995607390,S100000357,5657470120,14954138.8,K100000001,11,일반고등학교,N,강릉문성고등학교,
,사립,4,강원특별자치도 춘천시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,50458530,N,1286525010,복식부기,결산세출,407642485,617468970,447264300,225468880,1570003020,S100000364,4135548940,14940820.7,K100000001,11,일반고등학교,N,강원고등학교,
고,사립,4,강원특별자치도 강릉시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,220406040,N,1078678280,복식부기,결산세출,462208290,311923580,111483250,613098720,1132293890,S100000371,5290720520,13824306.7,K100000001,11,일반고등학교,N,강일여자고등학교,
고,사립,4,강원특별자치도 평창군,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,195308860,N,2829668810,미지정,결산세출,236150750,574154480,421362950,244809800,319049980,S100000387,1710477230,87079771.5,K100000001,11,일반고등학교,N,상지대관령고등학교,
고,사립,4,강원특별자치도 원주시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,140308360,N,1756275000,복식부기,결산세출,490196310,696560760,209735000,648516050,1187035580,S100000389,5567623160,13012469.9,K100000001,11,일반고등학교,N,대성고등학교,
,사립,4,강원특별자치도 동해시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,165110580,N,383980830,미지정,결산세출,322707250,530942360,199641960,523158040,1473087020,S100000400,5445850350,14587868.4,K100000001,11,일반고등학교,N,동해광희고등학교,
,사립,4,강원특별자치도 동해시,,강원특별자치도교육청,강원특별자치도교육청,K100000001,170619150,N,589444880,복식부기,결산세출,126243610,285020530,93654640,195667540,773980730,S100000401,1540242630,40590039.9,K100000001,11,일반고등학교,N,동해삼육고등학교,
,사립,4,강원특별자치도 횡성군,,강원특별자치도교육청,강원특별자치도교육청,K100000001,0,N,2525295824,미지정,결산세출,1013076817,138775483,308541576,751357399,3249357070,S100000414,8670519490,36770250.9,K100000001,11,자율고등학교,N,민족사관고등학교,
고,사립,4,강원특별자치도 삼척시,4.0,강원특별자치도교육청,강원특별자치도교육청,K100000001,186479230,N,236695660,미지정,결산세출,133175690,118431370,295582040,268172360,506883310,S100000425,1780917750,16325636.2,K100000001,11,일반고등학교,N,삼일고등학교,
