정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,54234350
,교직원보수,0
,기타 교직원 보수,36596450
,교직원 복지 및 역량강화,17637900
학생복지/교육격차 해소,학생복지/교육격차 해소,967088270
,급식 관리,751145980
,기숙사 관리,0
,보건관리,80249950
,교육격차 해소,19664070
,학생복지,116028270
기본적 교육활동,기본적 교육활동,506591200
,교과 활동,403664010
,창의적 체험활동,102927190
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,551657680
,방과후학교 운영,517574830
,직업교육,0
,국제교육,0
,독서활동,25445430
,교기육성,0
,기타 선택적 교육활동,8637420
교육활동 지원,교육활동 지원,434244540
,교무업무 운영,62150280
,생활지도 운영,85234500
,연구학교 운영,0
,학습지원실 운영,25318500
,교육여건 개선,261541260
학교 일반운영,학교 일반운영,138461950
,학교기관운영,44978300
,시설 장비 유지,91024000
,학교운영 협력,2459650
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,60770500
,반환금,60770500
,예비비,0
세출합계,세출합계,2713048490
