정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,67640000
,교직원보수,0
,기타 교직원 보수,46000000
,교직원 복지 및 역량강화,21640000
학생복지/교육격차 해소,학생복지/교육격차 해소,932194000
,급식 관리,878898000
,기숙사 관리,0
,보건관리,52746000
,교육격차 해소,550000
,학생복지,0
기본적 교육활동,기본적 교육활동,380936000
,교과 활동,292585000
,창의적 체험활동,88351000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,507085000
,방과후학교 운영,487583000
,직업교육,0
,국제교육,0
,독서활동,18252000
,교기육성,0
,기타 선택적 교육활동,1250000
교육활동 지원,교육활동 지원,160047000
,교무업무 운영,57665000
,생활지도 운영,20720000
,연구학교 운영,0
,학습지원실 운영,15045000
,교육여건 개선,66617000
학교 일반운영,학교 일반운영,143360000
,학교기관운영,53576000
,시설 장비 유지,82984000
,학교운영 협력,6800000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,6800000
,반환금,0
,예비비,6800000
세출합계,세출합계,2198062000
