정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,120215680
,교직원보수,0
,기타 교직원 보수,73137300
,교직원 복지 및 역량강화,47078380
학생복지/교육격차 해소,학생복지/교육격차 해소,807650660
,급식 관리,678033770
,기숙사 관리,0
,보건관리,87518300
,교육격차 해소,4375990
,학생복지,37722600
기본적 교육활동,기본적 교육활동,614221240
,교과 활동,349758340
,창의적 체험활동,264462900
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,485159660
,방과후학교 운영,448209920
,직업교육,0
,국제교육,0
,독서활동,26178020
,교기육성,0
,기타 선택적 교육활동,10771720
교육활동 지원,교육활동 지원,188389440
,교무업무 운영,21342010
,생활지도 운영,34878860
,연구학교 운영,0
,학습지원실 운영,22965850
,교육여건 개선,109202720
학교 일반운영,학교 일반운영,227014740
,학교기관운영,72516860
,시설 장비 유지,148937030
,학교운영 협력,5560850
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,19967350
,반환금,19967350
,예비비,0
세출합계,세출합계,2462618770
