정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,42518810
,교직원보수,0
,기타 교직원 보수,29054010
,교직원 복지 및 역량강화,13464800
학생복지/교육격차 해소,학생복지/교육격차 해소,625225560
,급식 관리,491881800
,기숙사 관리,0
,보건관리,82194580
,교육격차 해소,560000
,학생복지,50589180
기본적 교육활동,기본적 교육활동,379429800
,교과 활동,271722110
,창의적 체험활동,107707690
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,463042740
,방과후학교 운영,362009290
,직업교육,0
,국제교육,0
,독서활동,19215640
,교기육성,81817810
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,390598660
,교무업무 운영,130012650
,생활지도 운영,26430790
,연구학교 운영,0
,학습지원실 운영,20271250
,교육여건 개선,213883970
학교 일반운영,학교 일반운영,333610260
,학교기관운영,87462080
,시설 장비 유지,242034180
,학교운영 협력,4114000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,45273340
,반환금,45273340
,예비비,0
세출합계,세출합계,2279699170
