정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,69949100
,교직원보수,0
,기타 교직원 보수,37791330
,교직원 복지 및 역량강화,32157770
학생복지/교육격차 해소,학생복지/교육격차 해소,1075227900
,급식 관리,914675560
,기숙사 관리,0
,보건관리,147679800
,교육격차 해소,3100700
,학생복지,9771840
기본적 교육활동,기본적 교육활동,656846280
,교과 활동,504624540
,창의적 체험활동,152221740
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,639561570
,방과후학교 운영,598647160
,직업교육,0
,국제교육,0
,독서활동,26309000
,교기육성,0
,기타 선택적 교육활동,14605410
교육활동 지원,교육활동 지원,314864600
,교무업무 운영,74751420
,생활지도 운영,17442620
,연구학교 운영,0
,학습지원실 운영,81115110
,교육여건 개선,141555450
학교 일반운영,학교 일반운영,235999140
,학교기관운영,90350890
,시설 장비 유지,143259870
,학교운영 협력,2388380
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,41896650
,반환금,41896650
,예비비,0
세출합계,세출합계,3034345240
